"type","location_code","identity","name"
"WARD",13930,1131727,"Xã Nghĩa Phú"
"WARD",13933,1131729,"Xã Nghĩa Bình"
"WARD",13936,1131733,"Thị trấn Quỹ Nhất"
"WARD",13939,1131731,"Xã Nghĩa Tân"
"WARD",13942,1131739,"Xã Nghĩa Hùng"
"WARD",13945,1131737,"Xã Nghĩa Lâm"
"WARD",13948,1131735,"Xã Nghĩa Thành"
"WARD",13954,1131745,"Xã Nghĩa Lợi"
"WARD",13957,1131741,"Xã Nghĩa Hải"
"WARD",13963,1131749,"Xã Nam Điền"
"WARD",13966,1130923,"Thị trấn Nam Giang"
"WARD",13969,1130903,"Xã Nam Mỹ"
"WARD",13972,1130901,"Xã Điền Xá"
"WARD",13975,1130911,"Xã Nghĩa An"
"WARD",13978,1130905,"Xã Nam Thắng"
"WARD",13981,1130913,"Xã Nam Toàn"
"WARD",13984,1130915,"Xã Hồng Quang"
"WARD",13987,1130909,"Xã Tân Thịnh"
"WARD",13990,1130917,"Xã Nam Cường"
"WARD",13993,1130919,"Xã Nam Hồng"
"WARD",13996,1130921,"Xã Nam Hùng"
"WARD",13999,1130925,"Xã Nam Hoa"
"PROVINCE",14,303,"Sơn La"
"DISTRICT",140,21315,"Huyện Văn Chấn"
"WARD",14002,1130927,"Xã Nam Dương"
"WARD",14005,1130937,"Xã Nam Thanh"
"WARD",14008,1130935,"Xã Nam Lợi"
"WARD",14011,1130931,"Xã Bình Minh"
"WARD",14014,1130929,"Xã Đồng Sơn"
"WARD",14017,1130907,"Xã Nam Tiến"
"WARD",14020,1130939,"Xã Nam Hải"
"WARD",14023,1130933,"Xã Nam Thái"
"WARD",14026,1131101,"Thị trấn Cổ Lễ"
"WARD",14029,1131103,"Xã Phương Định"
"WARD",14032,1131107,"Xã Trực Chính"
"WARD",14035,1131105,"Xã Trung Đông"
"WARD",14038,1131109,"Xã Liêm Hải"
"WARD",14041,1131129,"Xã Trực Tuấn"
"WARD",14044,1131117,"Xã Việt Hùng"
"WARD",14047,1131113,"Xã Trực Đạo"
"WARD",14050,1131119,"Xã Trực Hưng"
"WARD",14053,1131125,"Xã Trực Nội"
"WARD",14056,1131115,"Thị trấn Cát Thành"
"WARD",14059,1131123,"Xã Trực Thanh"
"WARD",14062,1131121,"Xã Trực Khang"
"WARD",14065,1131111,"Xã Trực Thuận"
"WARD",14068,1131127,"Xã Trực Mỹ"
"WARD",14071,1131133,"Xã Trực Đại"
"WARD",14074,1131137,"Xã Trực Cường"
"WARD",14080,1131135,"Xã Trực Thái"
"WARD",14083,1131119,"Xã Trực Hưng"
"WARD",14086,1131131,"Xã Trực Thắng"
"WARD",14089,1131311,"Thị trấn Xuân Trường"
"WARD",14092,1131303,"Xã Xuân Châu"
"WARD",14095,1131305,"Xã Xuân Hồng"
"WARD",14098,1131323,"Xã Xuân Thành"
"DISTRICT",141,21313,"Huyện Yên Bình"
"WARD",14101,1131301,"Xã Xuân Thượng"
"WARD",14104,1131335,"Xã Xuân Phong"
"WARD",14107,1131331,"Xã Xuân Đài"
"WARD",14110,1131333,"Xã Xuân Tân"
"WARD",14113,1131307,"Xã Xuân Thủy"
"WARD",14116,1131309,"Xã Xuân Ngọc"
"WARD",14119,1131325,"Xã Xuân Bắc"
"WARD",14122,1131327,"Xã Xuân Phương"
"WARD",14125,1131339,"Xã Thọ Nghiệp"
"WARD",14128,1131337,"Xã Xuân Phú"
"WARD",14131,1131329,"Xã Xuân Trung"
"WARD",14134,1131321,"Xã Xuân Vinh"
"WARD",14137,1131315,"Xã Xuân Kiên"
"WARD",14140,1131313,"Xã Xuân Tiến"
"WARD",14143,1131317,"Xã Xuân Ninh"
"WARD",14146,1131319,"Xã Xuân Hòa"
"WARD",14149,1131501,"Thị trấn Ngô Đồng"
"WARD",14152,1131525,"Thị trấn Quất Lâm"
"WARD",14155,1131537,"Xã Giao Hương"
"WARD",14158,1131539,"Xã Hồng Thuận"
"WARD",14161,1131531,"Xã Giao Thiện"
"WARD",14164,1131535,"Xã Giao Thanh"
"WARD",14167,1131503,"Xã Hoành Sơn"
"WARD",14170,1131513,"Xã Bình Hòa"
"WARD",14173,1131519,"Xã Giao Tiến"
"WARD",14176,1131515,"Xã Giao Hà"
"WARD",14179,1131505,"Xã Giao Nhân"
"WARD",14182,1131533,"Xã Giao An"
"WARD",14185,1131541,"Xã Giao Lạc"
"WARD",14188,1131507,"Xã Giao Châu"
"WARD",14191,1131517,"Xã Giao Tân"
"WARD",14194,1131521,"Xã Giao Yến"
"WARD",14197,1131543,"Xã Giao Xuân"
"WARD",14200,1131523,"Xã Giao Thịnh"
"WARD",14203,1131509,"Xã Giao Hải"
"WARD",14206,1131529,"Xã Bạch Long"
"WARD",14209,1131511,"Xã Giao Long"
"WARD",14212,1131527,"Xã Giao Phong"
"WARD",14215,1131901,"Thị trấn Yên Định"
"WARD",14218,1131903,"Thị trấn Cồn"
"WARD",14221,1131905,"Thị trấn Thịnh Long"
"WARD",14224,1131909,"Xã Hải Nam"
"WARD",14227,1131933,"Xã Hải Trung"
"WARD",14230,1131907,"Xã Hải Vân"
"WARD",14233,1131929,"Xã Hải Minh"
"WARD",14236,1131931,"Xã Hải Anh"
"WARD",14239,1131919,"Xã Hải Hưng"
"WARD",14242,1131935,"Xã Hải Bắc"
"WARD",14245,1131913,"Xã Hải Phúc"
"WARD",14248,1131917,"Xã Hải Thanh"
"WARD",14251,1131911,"Xã Hải Hà"
"WARD",14254,1131943,"Xã Hải Long"
"WARD",14257,1131937,"Xã Hải Phương"
"WARD",14260,1131945,"Xã Hải Đường"
"WARD",14263,1131915,"Xã Hải Lộc"
"WARD",14266,1131921,"Xã Hải Quang"
"WARD",14269,1131923,"Xã Hải Đông"
"WARD",14272,1131941,"Xã Hải Sơn"
"WARD",14275,1131939,"Xã Hải Tân"
"WARD",14278,1131961,"Xã Hải Toàn"
"WARD",14281,1131963,"Xã Hải Phong"
"WARD",14284,1131959,"Xã Hải An"
"WARD",14287,1131925,"Xã Hải Tây"
"WARD",14290,1131927,"Xã Hải Lý"
"WARD",14293,1131953,"Xã Hải Phú"
"WARD",14296,1131965,"Xã Hải Giang"
"WARD",14299,1131955,"Xã Hải Cường"
"WARD",14302,1131957,"Xã Hải Ninh"
"WARD",14305,1131969,"Xã Hải Chính"
"WARD",14308,1131947,"Xã Hải Xuân"
"WARD",14311,1131951,"Xã Hải Châu"
"WARD",14314,1131967,"Xã Hải Triều"
"WARD",14317,1131949,"Xã Hải Hòa"
"WARD",14320,1170103,"Phường Đông Thành"
"WARD",14323,1170101,"Phường Tân Thành"
"WARD",14326,1170107,"Phường Thanh Bình"
"WARD",14329,1170105,"Phường Vân Giang"
"WARD",14332,1170115,"Phường Bích Đào"
"WARD",14335,1170109,"Phường Phúc Thành"
"WARD",14338,1170113,"Phường Nam Bình"
"WARD",14341,1170111,"Phường Nam Thành"
"WARD",14344,1170117,"Phường Ninh Khánh"
"WARD",14347,1170119,"Xã Ninh Nhất"
"WARD",14350,1170121,"Xã Ninh Tiến"
"WARD",14353,1170127,"Xã Ninh Phúc"
"WARD",14356,1170125,"Phường Ninh Sơn"
"WARD",14359,1170123,"Phường Ninh Phong"
"WARD",14362,1170301,"Phường Bắc Sơn"
"WARD",14365,1170303,"Phường Trung Sơn"
"WARD",14368,1170305,"Phường Nam Sơn"
"WARD",14369,1170312,"Phường Tây Sơn"
"WARD",14371,1170307,"Xã Yên Sơn"
"WARD",14374,1170309,"Xã Yên Bình"
"WARD",14375,1170308,"Phường Tân Bình"
"WARD",14377,1170313,"Xã Quang Sơn"
"WARD",14380,1170311,"Xã Đông Sơn"
"WARD",14383,1170501,"Thị trấn Nho Quan"
"WARD",14386,1170503,"Xã Xích Thổ"
"WARD",14389,1170505,"Xã Gia Lâm"
"WARD",14392,1170509,"Xã Gia Sơn"
"WARD",14395,1170507,"Xã Thạch Bình"
"WARD",14398,1170511,"Xã Gia Thủy"
"WARD",14401,1170513,"Xã Gia Tường"
"WARD",14404,1170525,"Xã Cúc Phương"
"WARD",14407,1170517,"Xã Phú Sơn"
"WARD",14410,1170515,"Xã Đức Long"
"WARD",14413,1170519,"Xã Lạc Vân"
"WARD",14416,1170521,"Xã Đồng Phong"
"WARD",14419,1170527,"Xã Yên Quang"
"WARD",14422,1170523,"Xã Lạng Phong"
"WARD",14425,1170531,"Xã Thượng Hòa"
"WARD",14428,1170529,"Xã Văn Phong"
"WARD",14431,1170533,"Xã Văn Phương"
"WARD",14434,1170537,"Xã Thanh Lạc"
"WARD",14437,1170541,"Xã Sơn Lai"
"WARD",14440,1170539,"Xã Sơn Thành"
"WARD",14443,1170535,"Xã Văn Phú"
"WARD",14446,1170545,"Xã Phú Lộc"
"WARD",14449,1170543,"Xã Kỳ Phú"
"WARD",14452,1170547,"Xã Quỳnh Lưu"
"WARD",14455,1170549,"Xã Sơn Hà"
"WARD",14458,1170553,"Xã Phú Long"
"WARD",14461,1170551,"Xã Quảng Lạc"
"WARD",14464,1170701,"Thị trấn Me"
"WARD",14467,1170705,"Xã Gia Hòa"
"WARD",14470,1170703,"Xã Gia Hưng"
"WARD",14473,1170707,"Xã Liên Sơn"
"WARD",14476,1170709,"Xã Gia Thanh"
"WARD",14479,1170711,"Xã Gia Vân"
"WARD",14482,1170715,"Xã Gia Phú"
"WARD",14485,1170713,"Xã Gia Xuân"
"WARD",14488,1170723,"Xã Gia Lập"
"WARD",14491,1170717,"Xã Gia Vượng"
"WARD",14494,1170727,"Xã Gia Trấn"
"WARD",14497,1170719,"Xã Gia Thịnh"
"WARD",14500,1170721,"Xã Gia Phương"
"WARD",14503,1170725,"Xã Gia Tân"
"WARD",14506,1170729,"Xã Gia Thắng"
"WARD",14509,1170731,"Xã Gia Trung"
"WARD",14512,1170733,"Xã Gia Minh"
"WARD",14515,1170735,"Xã Gia Lạc"
"WARD",14518,1170737,"Xã Gia Tiến"
"WARD",14521,1170739,"Xã Gia Sinh"
"WARD",14524,1170741,"Xã Gia Phong"
"WARD",14527,1170910,"Thị trấn Thiên Tôn"
"WARD",14530,1170903,"Xã Ninh Giang"
"WARD",14533,1170905,"Xã Trường Yên"
"WARD",14536,1170907,"Xã Ninh Khang"
"WARD",14539,1170909,"Xã Ninh Mỹ"
"WARD",14542,1170911,"Xã Ninh Hòa"
"WARD",14545,1170915,"Xã Ninh Xuân"
"WARD",14548,1170917,"Xã Ninh Hải"
"WARD",14551,1170927,"Xã Ninh Thắng"
"WARD",14554,1170929,"Xã Ninh Vân"
"WARD",14557,1170931,"Xã Ninh An"
"WARD",14560,1171301,"Thị trấn Yên Ninh"
"WARD",14563,1171303,"Xã Khánh Tiên"
"WARD",14566,1171305,"Xã Khánh Phú"
"WARD",14569,1171307,"Xã Khánh Hòa"
"WARD",14572,1171311,"Xã Khánh Lợi"
"WARD",14575,1171309,"Xã Khánh An"
"WARD",14578,1171315,"Xã Khánh Cường"
"WARD",14581,1171319,"Xã Khánh Cư"
"WARD",14584,1171313,"Xã Khánh Thiện"
"WARD",14587,1171321,"Xã Khánh Hải"
"WARD",14590,1171317,"Xã Khánh Trung"
"WARD",14593,1171323,"Xã Khánh Mậu"
"WARD",14596,1171325,"Xã Khánh Vân"
"WARD",14599,1171329,"Xã Khánh Hội"
"WARD",14602,1171333,"Xã Khánh Công"
"WARD",14608,1171335,"Xã Khánh Thành"
"WARD",14611,1171331,"Xã Khánh Nhạc"
"WARD",14614,1171337,"Xã Khánh Thủy"
"WARD",14617,1171339,"Xã Khánh Hồng"
"WARD",14620,1171501,"Thị trấn Phát Diệm"
"WARD",14623,1171503,"Thị trấn Bình Minh"
"WARD",14629,1171509,"Xã Hồi Ninh"
"WARD",14635,1171513,"Xã Kim Định"
"WARD",14638,1171515,"Xã Ân Hòa"
"WARD",14641,1171517,"Xã Hùng Tiến"
"WARD",14644,1171523,"Xã Yên Mật"
"WARD",14647,1171521,"Xã Quang Thiện"
"WARD",14650,1171519,"Xã Như Hòa"
"WARD",14653,1171511,"Xã Chất Bình"
"WARD",14656,1171525,"Xã Đồng Hướng"
"WARD",14659,1171527,"Xã Kim Chính"
"WARD",14662,1171529,"Xã Thượng Kiệm"
"WARD",14665,1171531,"Xã Lưu Phương"
"WARD",14668,1171533,"Xã Tân Thành"
"WARD",14671,1171535,"Xã Yên Lộc"
"WARD",14674,1171537,"Xã Lai Thành"
"WARD",14677,1171539,"Xã Định Hóa"
"WARD",14680,1171541,"Xã Văn Hải"
"WARD",14683,1171543,"Xã Kim Tân"
"WARD",14686,1171545,"Xã Kim Mỹ"
"WARD",14689,1171547,"Xã Cồn Thoi"
"WARD",14692,1171549,"Xã Kim Hải"
"WARD",14695,1171551,"Xã Kim Trung"
"WARD",14698,1171553,"Xã Kim Đông"
"WARD",14701,1171101,"Thị trấn Yên Thịnh"
"WARD",14704,1171103,"Xã Khánh Thượng"
"WARD",14707,1171105,"Xã Khánh Dương"
"WARD",14710,1171104,"Xã Mai Sơn"
"WARD",14713,1171107,"Xã Khánh Thịnh"
"WARD",14719,1171109,"Xã Yên Phong"
"WARD",14722,1171113,"Xã Yên Hòa"
"WARD",14725,1171115,"Xã Yên Thắng"
"WARD",14728,1171117,"Xã Yên Từ"
"WARD",14731,1171118,"Xã Yên Hưng"
"WARD",14734,1171123,"Xã Yên Thành"
"WARD",14737,1171121,"Xã Yên Nhân"
"WARD",14740,1171119,"Xã Yên Mỹ"
"WARD",14743,1171125,"Xã Yên Mạc"
"WARD",14746,1171127,"Xã Yên Đồng"
"WARD",14749,1171129,"Xã Yên Thái"
"WARD",14752,1171131,"Xã Yên Lâm"
"WARD",14755,4010101,"Phường Hàm Rồng"
"WARD",14758,4010121,"Phường Đông Thọ"
"WARD",14761,4010103,"Phường Nam Ngạn"
"WARD",14764,4010105,"Phường Trường Thi"
"WARD",14767,4010109,"Phường Điện Biên"
"WARD",14770,4010117,"Phường Phú Sơn"
"WARD",14773,4010111,"Phường Lam Sơn"
"WARD",14776,4010113,"Phường Ba Đình"
"WARD",14779,4010115,"Phường Ngọc Trạo"
"WARD",14782,4010119,"Phường Đông Vệ"
"WARD",14785,4010107,"Phường Đông Sơn"
"WARD",14788,4010118,"Phường Tân Sơn"
"WARD",14791,4010129,"Xã Đông Cương"
"WARD",14794,4010123,"Xã Đông Hương"
"WARD",14797,4010125,"Xã Đông Hải"
"DISTRICT",148,30501,"Thành phố Hòa Bình"
"WARD",14800,4010133,"Xã Quảng Hưng"
"WARD",14803,4010127,"Xã Quảng Thắng"
"WARD",14806,4010131,"Xã Quảng Thành"
"WARD",14809,4010301,"Phường Bắc Sơn"
"WARD",14812,4010305,"Phường Ba Đình"
"WARD",14815,4010307,"Phường Lam Sơn"
"WARD",14818,4010303,"Phường Ngọc Trạo"
"WARD",14821,4010308,"Phường Đông Sơn"
"WARD",14823,4010312,"Phường Phú Sơn"
"WARD",14824,4010309,"Xã Quang Trung"
"WARD",14827,4010311,"Xã Hà Lan"
"WARD",14830,4010505,"Phường Trung Sơn"
"WARD",14833,4010501,"Phường Bắc Sơn"
"WARD",14836,4010503,"Phường Trường Sơn"
"WARD",14839,4010509,"Xã Quảng Cư"
"WARD",14842,4010507,"Phường Quảng Tiến"
"WARD",14845,4010705,"Thị trấn Mường Lát"
"WARD",14848,4010706,"Xã Tam Chung"
"WARD",14851,4010703,"Xã Tén Tằn"
"WARD",14854,4010702,"Xã Mường Lý"
"WARD",14857,4010701,"Xã Trung Lý"
"WARD",14860,4010709,"Xã Quang Chiểu"
"WARD",14863,4010707,"Xã Pù Nhi"
"WARD",14864,4010704,"Xã Nhi Sơn"
"WARD",14866,4010711,"Xã Mường Chanh"
"WARD",14869,4010901,"Thị trấn Quan Hóa"
"WARD",14872,4010925,"Xã Thành Sơn"
"WARD",14875,4010931,"Xã Trung Sơn"
"WARD",14878,4010921,"Xã Phú Thanh"
"WARD",14881,4010927,"Xã Trung Thành"
"WARD",14884,4010915,"Xã Phú Lệ"
"WARD",14887,4010919,"Xã Phú Sơn"
"WARD",14890,4010923,"Xã Phú Xuân"
"WARD",14893,4010929,"Xã Thanh Xuân"
"WARD",14896,4010907,"Xã Hiền Chung"
"WARD",14899,4010909,"Xã Hiền Kiệt"
"WARD",14902,4010913,"Xã Nam Tiến"
"WARD",14905,4010917,"Xã Hồi Xuân"
"WARD",14908,4010903,"Xã Thiên Phủ"
"WARD",14911,4010911,"Xã Phú Nghiêm"
"WARD",14914,4010933,"Xã Nam Xuân"
"WARD",14917,4010905,"Xã Nam Động"
"WARD",14920,4010935,"Xã Xuân Phú"
"WARD",14923,4011301,"Thị trấn Cành Nàng"
"WARD",14926,4011303,"Xã Điền Thượng"
"WARD",14929,4011305,"Xã Điền Hạ"
"WARD",14932,4011307,"Xã Điền Quang"
"WARD",14935,4011309,"Xã Điền Trung"
"WARD",14938,4011311,"Xã Thành Sơn"
"WARD",14941,4011313,"Xã Lương Ngoại"
"WARD",14944,4011315,"Xã Ái Thượng"
"WARD",14947,4011317,"Xã Lương Nội"
"WARD",14950,4011319,"Xã Điền Lư"
"WARD",14953,4011321,"Xã Lương Trung"
"WARD",14956,4011323,"Xã Lũng Niêm"
"WARD",14959,4011325,"Xã Lũng Cao"
"WARD",14962,4011327,"Xã Hạ Trung"
"WARD",14965,4011329,"Xã Cổ Lũng"
"WARD",14968,4011331,"Xã Thành Lâm"
"WARD",14971,4011333,"Xã Ban Công"
"WARD",14974,4011335,"Xã Kỳ Tân"
"WARD",14977,4011337,"Xã Văn Nho"
"WARD",14980,4011339,"Xã Thiết Ống"
"WARD",14983,4011341,"Xã Lâm Xa"
"WARD",14986,4011343,"Xã Thiết Kế"
"WARD",14989,4011345,"Xã Tân Lập"
"WARD",14992,4011114,"Thị trấn Quan Sơn"
"WARD",14995,4011101,"Xã Trung Xuân"
"WARD",14998,4011102,"Xã Trung Thượng"
"WARD",14999,4011103,"Xã Trung Tiến"
"PROVINCE",15,213,"Yên Bái"
"DISTRICT",150,30503,"Huyện Đà Bắc"
"WARD",15001,4011105,"Xã Trung Hạ"
"WARD",15004,4011107,"Xã Sơn Hà"
"WARD",15007,4011109,"Xã Tam Thanh"
"WARD",15010,4011111,"Xã Sơn Thủy"
"WARD",15013,4011112,"Xã Na Mèo"
"WARD",15016,4011119,"Thị trấn Sơn Lư"
"WARD",15019,4011115,"Xã Tam Lư"
"WARD",15022,4011117,"Xã Sơn Điện"
"WARD",15025,4011118,"Xã Mường Mìn"
"WARD",15028,4011701,"Thị trấn Lang Chánh"
"WARD",15031,4011703,"Xã Yên Khương"
"WARD",15034,4011705,"Xã Yên Thắng"
"WARD",15037,4011707,"Xã Trí Nang"
"WARD",15040,4011709,"Xã Giao An"
"WARD",15043,4011711,"Xã Giao Thiện"
"WARD",15046,4011713,"Xã Tân Phúc"
"WARD",15049,4011715,"Xã Tam Văn"
"WARD",15052,4011717,"Xã Lâm Phú"
"WARD",15055,4011719,"Xã Quang Hiến"
"WARD",15058,4011721,"Xã Đồng Lương"
"WARD",15061,4012101,"Thị trấn Ngọc Lặc"
"WARD",15064,4012144,"Xã Lam Sơn"
"WARD",15067,4012107,"Xã Mỹ Tân"
"WARD",15070,4012109,"Xã Thúy Sơn"
"WARD",15073,4012111,"Xã Thạch Lập"
"WARD",15076,4012113,"Xã Vân Âm"
"WARD",15079,4012115,"Xã Cao Ngọc"
"WARD",15082,4012117,"Xã Ngọc Khê"
"WARD",15085,4012119,"Xã Quang Trung"
"WARD",15088,4012121,"Xã Đồng Thịnh"
"WARD",15091,4012123,"Xã Ngọc Liên"
"WARD",15094,4012125,"Xã Ngọc Sơn"
"WARD",15097,4012127,"Xã Lộc Thịnh"
"DISTRICT",151,30507,"Huyện Kỳ Sơn"
"WARD",15100,4012129,"Xã Cao Thịnh"
"WARD",15103,4012131,"Xã Ngọc Trung"
"WARD",15106,4012133,"Xã Phùng Giáo"
"WARD",15109,4012135,"Xã Phùng Minh"
"WARD",15112,4012137,"Xã Phúc Thịnh"
"WARD",15115,4012139,"Xã Nguyệt Ấn"
"WARD",15118,4012141,"Xã Kiên Thọ"
"WARD",15121,4012143,"Xã Minh Tiến"
"WARD",15124,4012145,"Xã Minh Sơn"
"WARD",15130,4011538,"Xã Phúc Do"
"WARD",15133,4011505,"Xã Cẩm Thành"
"WARD",15136,4011507,"Xã Cẩm Quý"
"WARD",15139,4011509,"Xã Cẩm Lương"
"WARD",15142,4011511,"Xã Cẩm Thạch"
"WARD",15145,4011513,"Xã Cẩm Liên"
"WARD",15148,4011515,"Xã Cẩm Giang"
"WARD",15151,4011517,"Xã Cẩm Bình"
"WARD",15154,4011519,"Xã Cẩm Tú"
"WARD",15160,4011523,"Xã Cẩm Châu"
"WARD",15163,4011525,"Xã Cẩm Tâm"
"WARD",15169,4011529,"Xã Cẩm Ngọc"
"WARD",15172,4011531,"Xã Cẩm Long"
"WARD",15175,4011533,"Xã Cẩm Yên"
"WARD",15178,4011572,"Xã Cẩm Tân"
"WARD",15181,4011537,"Xã Cẩm Phú"
"WARD",15184,4011539,"Xã Cẩm Vân"
"WARD",15187,4011903,"Thị trấn Kim Tân"
"WARD",15190,4011940,"Thị trấn Vân Du"
"WARD",15193,4011918,"Xã Thạch Tân"
"WARD",15196,4011907,"Xã Thạch Lâm"
"WARD",15199,4011909,"Xã Thạch Quảng"
"DISTRICT",152,30509,"Huyện Lương Sơn"
"WARD",15202,4011911,"Xã Thạch Tượng"
"WARD",15205,4011913,"Xã Thạch Cẩm"
"WARD",15208,4011915,"Xã Thạch Sơn"
"WARD",15211,4011917,"Xã Thạch Bình"
"WARD",15214,4011919,"Xã Thạch Định"
"WARD",15217,4011921,"Xã Thạch Đồng"
"WARD",15220,4011923,"Xã Thạch Long"
"WARD",15223,4011925,"Xã Thành Mỹ"
"WARD",15226,4011927,"Xã Thành Yên"
"WARD",15229,4011929,"Xã Thành Vinh"
"WARD",15232,4011931,"Xã Thành Minh"
"WARD",15235,4011933,"Xã Thành Công"
"WARD",15238,4011935,"Xã Thành Tân"
"WARD",15241,4011937,"Xã Thành Trực"
"WARD",15244,4011939,"Xã Thành Vân"
"WARD",15247,4011941,"Xã Thành Tâm"
"WARD",15250,4011943,"Xã Thành An"
"WARD",15253,4011945,"Xã Thành Thọ"
"WARD",15256,4011947,"Xã Thành Tiến"
"WARD",15259,4011949,"Xã Thành Long"
"WARD",15262,4011951,"Xã Thành Kim"
"WARD",15265,4011953,"Xã Thành Hưng"
"WARD",15268,4011955,"Xã Ngọc Trạo"
"WARD",15271,4013101,"Thị trấn Hà Trung"
"WARD",15274,4013103,"Xã Hà Long"
"WARD",15277,4013105,"Xã Hà Vinh"
"WARD",15280,4013107,"Xã Hà Bắc"
"WARD",15292,4013115,"Xã Hà Giang"
"DISTRICT",153,30511,"Huyện Kim Bôi"
"WARD",15301,4013121,"Xã Hà Phong"
"WARD",15304,4013123,"Xã Hà Ngọc"
"WARD",15313,4013129,"Xã Hà Sơn"
"WARD",15316,4013131,"Xã Hà Lĩnh"
"WARD",15319,4013133,"Xã Hà Đông"
"WARD",15322,4013135,"Xã Hà Tân"
"WARD",15325,4013137,"Xã Hà Tiến"
"WARD",15328,4013139,"Xã Hà Bình"
"WARD",15331,4013141,"Xã Hà Lai"
"WARD",15334,4013143,"Xã Hà Châu"
"WARD",15340,4013147,"Xã Hà Thái"
"WARD",15343,4013149,"Xã Hà Hải"
"WARD",15346,4012901,"Thị trấn Vĩnh Lộc"
"WARD",15349,4012903,"Xã Vĩnh Thành"
"WARD",15352,4012905,"Xã Vĩnh Quang"
"WARD",15355,4012907,"Xã Vĩnh Yên"
"WARD",15358,4012909,"Xã Vĩnh Tiến"
"WARD",15361,4012911,"Xã Vĩnh Long"
"WARD",15364,4012913,"Xã Vĩnh Phúc"
"WARD",15367,4012915,"Xã Vĩnh Hưng"
"WARD",15376,4012921,"Xã Vĩnh Hòa"
"WARD",15379,4012915,"Xã Vĩnh Hưng"
"WARD",15388,4012929,"Xã Vĩnh Thịnh"
"WARD",15391,4012931,"Xã Vĩnh An"
"WARD",15394,4013501,"Thị trấn Quán Lào"
"WARD",15397,4013558,"Thị trấn Thống Nhất"
"DISTRICT",154,30510,"Huyện Cao Phong"
"WARD",15400,4013505,"Xã Yên Phú"
"WARD",15403,4013507,"Xã Yên Lâm"
"WARD",15406,4013509,"Xã Yên Tâm"
"WARD",15409,4013511,"Xã Yên Giang"
"WARD",15415,4013515,"Xã Yên Thọ"
"WARD",15418,4013517,"Xã Yên Trung"
"WARD",15421,4013519,"Xã Yên Trường"
"WARD",15424,4013521,"Xã Yên Bái"
"WARD",15427,4013523,"Xã Yên Phong"
"WARD",15430,4013525,"Xã Yên Thái"
"WARD",15433,4013527,"Xã Yên Hùng"
"WARD",15436,4013529,"Xã Yên Thịnh"
"WARD",15439,4013531,"Xã Yên Ninh"
"WARD",15442,4013533,"Xã Yên Lạc"
"WARD",15445,4013535,"Xã Định Tăng"
"WARD",15448,4013537,"Xã Định Hòa"
"WARD",15451,4013539,"Xã Định Thành"
"WARD",15454,4013541,"Xã Định Công"
"WARD",15457,4013543,"Xã Định Tân"
"WARD",15460,4013545,"Xã Định Tiến"
"WARD",15463,4013547,"Xã Định Long"
"WARD",15466,4013549,"Xã Định Liên"
"WARD",15469,4013551,"Xã Định Tường"
"WARD",15472,4013553,"Xã Định Hưng"
"WARD",15475,4013555,"Xã Định Hải"
"WARD",15478,4013557,"Xã Định Bình"
"WARD",15481,4013701,"Thị trấn Thọ Xuân"
"WARD",15484,4013703,"Thị trấn Lam Sơn"
"WARD",15487,4013705,"Thị trấn Sao Vàng"
"WARD",15499,4013713,"Xã Hạnh Phúc"
"DISTRICT",155,30513,"Huyện Tân Lạc"
"WARD",15502,4013715,"Xã Bắc Lương"
"WARD",15505,4013717,"Xã Nam Giang"
"WARD",15508,4013719,"Xã Xuân Phong"
"WARD",15511,4013721,"Xã Thọ Lộc"
"WARD",15514,4013723,"Xã Xuân Trường"
"WARD",15517,4013725,"Xã Xuân Hòa"
"WARD",15520,4013727,"Xã Thọ Hải"
"WARD",15523,4013729,"Xã Tây Hồ"
"WARD",15526,4013731,"Xã Xuân Giang"
"WARD",15535,4013737,"Xã Xuân Hưng"
"WARD",15538,4013739,"Xã Thọ Diên"
"WARD",15541,4013741,"Xã Thọ Lâm"
"WARD",15544,4013743,"Xã Thọ Xương"
"WARD",15547,4013745,"Xã Xuân Bái"
"WARD",15550,4013747,"Xã Xuân Phú"
"WARD",15559,4013753,"Xã Xuân Thiên"
"WARD",15568,4013759,"Xã Thọ Lập"
"WARD",15571,4013761,"Xã Quảng Phú"
"WARD",15574,4013763,"Xã Xuân Tín"
"WARD",15583,4013769,"Xã Xuân Lai"
"WARD",15586,4013771,"Xã Xuân Lập"
"WARD",15592,4013775,"Xã Xuân Minh"
"DISTRICT",156,30505,"Huyện Mai Châu"
"WARD",15604,4012301,"Thị trấn Thường Xuân"
"WARD",15607,4012303,"Xã Bát Mọt"
"WARD",15610,4012305,"Xã Yên Nhân"
"WARD",15619,4012311,"Xã Xuân Lẹ"
"WARD",15622,4012313,"Xã Vạn Xuân"
"WARD",15628,4012317,"Xã Lương Sơn"
"WARD",15631,4012319,"Xã Xuân Cao"
"WARD",15634,4012321,"Xã Luận Thành"
"WARD",15637,4012323,"Xã Luận Khê"
"WARD",15640,4012325,"Xã Xuân Thắng"
"WARD",15643,4012327,"Xã Xuân Lộc"
"WARD",15646,4012329,"Xã Xuân Cẩm"
"WARD",15649,4012331,"Xã Xuân Dương"
"WARD",15652,4012333,"Xã Thọ Thanh"
"WARD",15655,4012335,"Xã Ngọc Phụng"
"WARD",15658,4012337,"Xã Xuân Chinh"
"WARD",15661,4012339,"Xã Tân Thành"
