"type","location_code","identity","name"
"WARD","07138",2252503,"Phường Minh Thành"
"WARD","07141",2250513,"Xã Điền Công"
"WARD","07144",2252507,"Xã Sông Khoai"
"WARD","07147",2252521,"Xã Hiệp Hòa"
"WARD","07150",2252509,"Phường Cộng Hòa"
"WARD","07153",2252511,"Xã Tiền An"
"WARD","07156",2252515,"Xã Hoàng Tân"
"WARD","07159",2252513,"Phường Tân An"
"WARD","07162",2252523,"Phường Yên Giang"
"WARD","07165",2252525,"Phường Nam Hòa"
"WARD","07168",2252517,"Phường Hà An"
"WARD","07171",2252529,"Xã Cẩm La"
"WARD","07174",2252533,"Phường Phong Hải"
"WARD","07177",2252527,"Phường Yên Hải"
"WARD","07180",2252535,"Xã Liên Hòa"
"WARD","07183",2252531,"Phường Phong Cốc"
"WARD","07186",2252537,"Xã Liên Vị"
"WARD","07189",2252536,"Xã Tiền Phong"
"WARD","07192",2252301,"Thị trấn Cô Tô"
"WARD","07195",2252302,"Xã Đồng Tiến"
"WARD","07198",2252303,"Xã Thanh Lân"
"DISTRICT","072",21103,"Huyện Na Hang"
"WARD","07201",2210110,"Phường Thọ Xương"
"WARD","07204",2210103,"Phường Trần Nguyên Hãn"
"WARD","07207",2210105,"Phường Ngô Quyền"
"WARD","07210",2210108,"Phường Hoàng Văn Thụ"
"WARD","07213",2210101,"Phường Trần Phú"
"WARD","07216",2210107,"Phường Mỹ Độ"
"WARD","07219",2210109,"Phường Lê Lợi"
"WARD","07222",2210111,"Xã Song Mai"
"WARD","07225",2210113,"Xã Xương Giang"
"WARD","07228",2210115,"Xã Đa Mai"
"WARD","07231",2210117,"Phường Dĩnh Kế"
"WARD","07234",2210301,"Thị trấn Cầu Gồ"
"WARD","07237",2210339,"Xã Bố Hạ"
"WARD","07243",2210314,"Xã Đồng Tiến"
"WARD","07246",2210311,"Xã Canh Nậu"
"WARD","07249",2210309,"Xã Xuân Lương"
"WARD","07252",2210315,"Xã Tam Tiến"
"WARD","07255",2210313,"Xã Đồng Vương"
"WARD","07258",2210327,"Xã Đồng Hưu"
"WARD","07260",2210305,"Xã Đồng Tâm"
"WARD","07261",2210317,"Xã Tam Hiệp"
"WARD","07264",2210319,"Xã Tiến Thắng"
"WARD","07267",2210325,"Xã Hồng Kỳ"
"WARD","07270",2210331,"Xã Đồng Lạc"
"WARD","07273",2210335,"Xã Đông Sơn"
"WARD","07276",2210321,"Xã Tân Hiệp"
"WARD","07279",2210333,"Xã Hương Vĩ"
"WARD","07282",2210323,"Xã Đồng Kỳ"
"WARD","07285",2210329,"Xã An Thượng"
"WARD","07288",2210307,"Xã Phồn Xương"
"WARD","07291",2210337,"Xã Tân Sỏi"
"WARD","07294",2210339,"Xã Bố Hạ"
"WARD","07297",2210503,"Xã Cao Thượng"
"DISTRICT","073",21105,"Huyện Chiêm Hóa"
"WARD","07300",2210507,"Xã Nhã Nam"
"WARD","07303",2210505,"Xã Lan Giới"
"WARD","07306",2210507,"Xã Nhã Nam"
"WARD","07309",2210515,"Xã Tân Trung"
"WARD","07312",2210511,"Xã Đại Hóa"
"WARD","07315",2210513,"Xã Quang Tiến"
"WARD","07318",2210509,"Xã Phúc Sơn"
"WARD","07321",2210517,"Xã An Dương"
"WARD","07324",2210521,"Xã Phúc Hòa"
"WARD","07327",2210519,"Xã Liên Sơn"
"WARD","07330",2210525,"Xã Hợp Đức"
"WARD","07333",2210523,"Xã Lam Cốt"
"WARD","07336",2210533,"Xã Cao Xá"
"WARD","07339",2210503,"Xã Cao Thượng"
"WARD","07342",2210531,"Xã Việt Ngọc"
"WARD","07345",2210527,"Xã Song Vân"
"WARD","07348",2210529,"Xã Ngọc Châu"
"WARD","07351",2210539,"Xã Ngọc Vân"
"WARD","07354",2210535,"Xã Việt Lập"
"WARD","07357",2210537,"Xã Liên Chung"
"WARD","07360",2210541,"Xã Ngọc Thiện"
"WARD","07363",2210543,"Xã Ngọc Lý"
"WARD","07366",2210545,"Xã Quế Nham"
"WARD","07369",2211103,"Thị trấn Kép"
"WARD","07375",2211101,"Thị trấn Vôi"
"WARD","07378",2211113,"Xã Nghĩa Hòa"
"WARD","07381",2211109,"Xã Nghĩa Hưng"
"WARD","07384",2211111,"Xã Quang Thịnh"
"WARD","07387",2211125,"Xã Hương Sơn"
"WARD","07390",2211115,"Xã Đào Mỹ"
"WARD","07393",2211123,"Xã Tiên Lục"
"WARD","07396",2211117,"Xã An Hà"
"WARD","07399",2211119,"Xã Tân Thịnh"
"DISTRICT","074",21107,"Huyện Hàm Yên"
"WARD","07402",2211121,"Xã Mỹ Hà"
"WARD","07405",2211131,"Xã Hương Lạc"
"WARD","07408",2211127,"Xã Dương Đức"
"WARD","07411",2211129,"Xã Tân Thanh"
"WARD","07414",2211107,"Xã Yên Mỹ"
"WARD","07417",2211137,"Xã Tân Hưng"
"WARD","07420",2211133,"Xã Mỹ Thái"
"WARD","07423",2211139,"Xã Phi Mô"
"WARD","07426",2211135,"Xã Xương Lâm"
"WARD","07429",2211141,"Xã Xuân Hương"
"WARD","07432",2211143,"Xã Tân Dĩnh"
"WARD","07435",2211147,"Xã Đại Lâm"
"WARD","07438",2211145,"Xã Thái Đào"
"WARD","07441",2210118,"Xã Dĩnh Trì"
"WARD","07444",2211503,"Thị trấn Đồi Ngô"
"WARD","07447",2211501,"Thị trấn Lục Nam"
"WARD","07450",2211513,"Xã Đông Hưng"
"WARD","07453",2211511,"Xã Đông Phú"
"WARD","07456",2211509,"Xã Tam Dị"
"WARD","07459",2211507,"Xã Bảo Sơn"
"WARD","07462",2211515,"Xã Bảo Đài"
"WARD","07465",2211517,"Xã Thanh Lâm"
"WARD","07468",2211521,"Xã Tiên Nha"
"WARD","07471",2211523,"Xã Trường Giang"
"WARD","07474",2211505,"Xã Tiên Hưng"
"WARD","07477",2211519,"Xã Phương Sơn"
"WARD","07480",2211525,"Xã Chu Điện"
"WARD","07483",2211527,"Xã Cương Sơn"
"WARD","07486",2211531,"Xã Nghĩa Phương"
"WARD","07489",2211533,"Xã Vô Tranh"
"WARD","07492",2211539,"Xã Bình Sơn"
"WARD","07495",2211529,"Xã Lan Mẫu"
"WARD","07498",2211541,"Xã Yên Sơn"
"DISTRICT","075",21109,"Huyện Yên Sơn"
"WARD","07501",2211535,"Xã Khám Lạng"
"WARD","07504",2211541,"Xã Yên Sơn"
"WARD","07507",2211547,"Xã Trường Sơn"
"WARD","07510",2211549,"Xã Lục Sơn"
"WARD","07513",2211543,"Xã Bắc Lũng"
"WARD","07516",2211545,"Xã Vũ Xá"
"WARD","07519",2211551,"Xã Cẩm Lý"
"WARD","07522",2211553,"Xã Đan Hội"
"WARD","07525",2210701,"Thị trấn Chũ"
"WARD","07528",2210703,"Xã Cấm Sơn"
"WARD","07531",2210705,"Xã Tân Sơn"
"WARD","07534",2210713,"Xã Phong Minh"
"WARD","07537",2210715,"Xã Phong Vân"
"WARD","07540",2210707,"Xã Xa Lý"
"WARD","07543",2210711,"Xã Hộ Đáp"
"WARD","07546",2210709,"Xã Sơn Hải"
"WARD","07549",2210721,"Xã Thanh Hải"
"WARD","07552",2210717,"Xã Kiên Lao"
"WARD","07555",2210723,"Xã Biên Sơn"
"WARD","07558",2210719,"Xã Kiên Thành"
"WARD","07561",2210731,"Xã Hồng Giang"
"WARD","07564",2210759,"Xã Kim Sơn"
"WARD","07567",2210725,"Xã Tân Hoa"
"WARD","07570",2210733,"Xã Giáp Sơn"
"WARD","07573",2210737,"Xã Biển Động"
"WARD","07576",2210727,"Xã Quý Sơn"
"WARD","07579",2210729,"Xã Trù Hựu"
"WARD","07582",2210735,"Xã Phì Điền"
"WARD","07585",2210739,"Xã Nghĩa Hồ"
"WARD","07588",2210741,"Xã Tân Quang"
"WARD","07591",2210743,"Xã Đồng Cốc"
"WARD","07594",2210749,"Xã Tân Lập"
"WARD","07597",2210751,"Xã Phú Nhuận"
"DISTRICT","076",21111,"Huyện Sơn Dương"
"WARD","07600",2210753,"Xã Mỹ An"
"WARD","07603",2210747,"Xã Nam Dương"
"WARD","07606",2210757,"Xã Tân Mộc"
"WARD","07609",2210755,"Xã Đèo Gia"
"WARD","07612",2210745,"Xã Phượng Sơn"
"WARD","07615",2211301,"Thị trấn An Châu"
"WARD","07618",2211341,"Xã Thạch Sơn"
"WARD","07621",2211309,"Xã Vân Sơn"
"WARD","07624",2211311,"Xã Hữu Sản"
"WARD","07630",2211343,"Xã Phúc Thắng"
"WARD","07636",2211307,"Xã Giáo Liêm"
"WARD","07642",2211313,"Xã Cẩm Đàn"
"WARD","07645",2211323,"Xã An Lạc"
"WARD","07651",2211317,"Xã Yên Định"
"WARD","07654",2211321,"Xã Lệ Viễn"
"WARD","07657",2211301,"Thị trấn An Châu"
"WARD","07660",2211325,"Xã An Bá"
"WARD","07663",2211329,"Xã Tuấn Đạo"
"WARD","07666",2211333,"Xã Dương Hưu"
"WARD","07669",2211331,"Xã Bồng Am"
"WARD","07672",2211337,"Xã Long Sơn"
"WARD","07678",2211335,"Xã Thanh Luận"
"WARD","07682",2211914,"Thị trấn Tân Dân"
"WARD","07684",2211905,"Xã Lão Hộ"
"WARD","07687",2210121,"Xã Tân Mỹ"
"WARD","07690",2211911,"Xã Hương Gián"
"WARD","07693",2211913,"Xã Tân An"
"WARD","07696",2210122,"Xã Đồng Sơn"
"WARD","07699",2210120,"Xã Tân Tiến"
"WARD","07702",2211919,"Xã Quỳnh Sơn"
"WARD","07705",2210119,"Xã Song Khê"
"WARD","07708",2211921,"Xã Nội Hoàng"
"WARD","07711",2211927,"Xã Tiền Phong"
"WARD","07714",2211925,"Xã Xuân Phú"
"WARD","07717",2211923,"Xã Tân Liễu"
"WARD","07720",2211931,"Xã Trí Yên"
"WARD","07723",2211929,"Xã Lãng Sơn"
"WARD","07726",2211935,"Xã Yên Lư"
"WARD","07729",2211933,"Xã Tiến Dũng"
"WARD","07735",2211941,"Xã Đức Giang"
"WARD","07738",2211937,"Xã Cảnh Thụy"
"WARD","07741",2211939,"Xã Tư Mại"
"WARD","07747",2211947,"Xã Đồng Việt"
"WARD","07750",2211945,"Xã Đồng Phúc"
"WARD","07753",2211701,"Thị trấn Bích Động"
"WARD","07756",2211702,"Thị trấn Nếnh"
"WARD","07759",2211705,"Xã Thượng Lan"
"WARD","07762",2211707,"Xã Việt Tiến"
"WARD","07765",2211715,"Xã Nghĩa Trung"
"WARD","07768",2211709,"Xã Minh Đức"
"WARD","07771",2211713,"Xã Hương Mai"
"WARD","07774",2211711,"Xã Tự Lạn"
"WARD","07777",2211703,"Xã Bích Sơn"
"WARD","07780",2211717,"Xã Trung Sơn"
"WARD","07783",2211719,"Xã Hồng Thái"
"WARD","07786",2211727,"Xã Tiên Sơn"
"WARD","07789",2211725,"Xã Tăng Tiến"
"WARD","07792",2211722,"Xã Quảng Minh"
"WARD","07795",2211723,"Xã Hoàng Ninh"
"WARD","07798",2211729,"Xã Ninh Sơn"
"WARD","07801",2211731,"Xã Vân Trung"
"WARD","07804",2211733,"Xã Vân Hà"
"WARD","07807",2211735,"Xã Quang Châu"
"WARD","07810",2210901,"Thị trấn Thắng"
"WARD","07813",2210903,"Xã Đồng Tân"
"WARD","07816",2210905,"Xã Thanh Vân"
"WARD","07819",2210907,"Xã Hoàng Lương"
"WARD","07822",2210909,"Xã Hoàng Vân"
"WARD","07825",2210913,"Xã Hoàng Thanh"
"WARD","07828",2210911,"Xã Hoàng An"
"WARD","07831",2210921,"Xã Ngọc Sơn"
"WARD","07834",2210915,"Xã Thái Sơn"
"WARD","07837",2210917,"Xã Hòa Sơn"
"WARD","07840",2210901,"Thị trấn Thắng"
"WARD","07843",2210923,"Xã Quang Minh"
"WARD","07846",2210927,"Xã Lương Phong"
"WARD","07849",2210925,"Xã Hùng Sơn"
"WARD","07852",2210929,"Xã Đại Thành"
"WARD","07855",2210931,"Xã Thường Thắng"
"WARD","07858",2210933,"Xã Hợp Thịnh"
"WARD","07861",2210901,"Thị trấn Thắng"
"WARD","07864",2210935,"Xã Mai Trung"
"WARD","07867",2210939,"Xã Đoan Bái"
"WARD","07870",2210941,"Xã Bắc Lý"
"WARD","07873",2210943,"Xã Xuân Cẩm"
"WARD","07876",2210947,"Xã Hương Lâm"
"WARD","07879",2210945,"Xã Đông Lỗ"
"WARD","07882",2210951,"Xã Châu Minh"
"WARD","07885",2210949,"Xã Mai Đình"
"WARD","07888",2170121,"Phường Dữu Lâu"
"WARD","07891",2170103,"Phường Vân Cơ"
"WARD","07894",2170105,"Phường Nông Trang"
"WARD","07897",2170109,"Phường Tân Dân"
"WARD","07900",2170107,"Phường Gia Cẩm"
"WARD","07903",2170101,"Phường Tiên Cát"
"WARD","07906",2170111,"Phường Thọ Sơn"
"WARD","07909",2170113,"Phường Thanh Miếu"
"WARD","07912",2170115,"Phường Bạch Hạc"
"WARD","07915",2170114,"Phường Bến Gót"
"WARD","07918",2170119,"Phường Vân Phú"
"WARD","07921",2170117,"Xã Phượng Lâu"
"WARD","07924",2170123,"Xã Thụy Vân"
"WARD","07927",2170125,"Phường Minh Phương"
"WARD","07930",2170129,"Xã Trưng Vương"
"WARD","07933",2170127,"Phường Minh Nông"
"WARD","07936",2170131,"Xã Sông Lô"
"WARD","07939",2170311,"Phường Trường Thịnh"
"WARD","07942",2170305,"Phường Hùng Vương"
"WARD","07945",2170303,"Phường Phong Châu"
"WARD","07948",2170301,"Phường Âu Cơ"
"WARD","07951",2170307,"Xã Hà Lộc"
"WARD","07954",2170317,"Xã Phú Hộ"
"WARD","07957",2170309,"Xã Văn Lung"
"WARD","07960",2170313,"Xã Thanh Minh"
"WARD","07963",2170315,"Xã Hà Thạch"
"WARD","07966",2170319,"Phường Thanh Vinh"
"WARD","07969",2170501,"Thị trấn Đoan Hùng"
"WARD","07972",2170503,"Xã Đông Khê"
"WARD","07975",2170505,"Xã Nghinh Xuyên"
"WARD","07978",2170507,"Xã Hùng Quan"
"WARD","07981",2170509,"Xã Bằng Luân"
"WARD","07984",2170511,"Xã Vân Du"
"WARD","07993",2170517,"Xã Minh Lương"
"WARD","07996",2170519,"Xã Bằng Doãn"
"WARD","07999",2170553,"Xã Chí Đám"
"PROVINCE","08",211,"Tuyên Quang"
"DISTRICT","080",20501,"Thành phố Lào Cai"
"WARD","08005",2170527,"Xã Phúc Lai"
"WARD","08008",2170523,"Xã Ngọc Quan"
"WARD","08017",2170533,"Xã Sóc Đăng"
"WARD","08023",2170525,"Xã Tây Cốc"
"WARD","08026",2170537,"Xã Yên Kiện"
"WARD","08029",2170535,"Xã Hùng Long"
"WARD","08032",2170539,"Xã Vụ Quang"
"WARD","08035",2170541,"Xã Vân Đồn"
"WARD","08038",2170543,"Xã Tiêu Sơn"
"WARD","08041",2170545,"Xã Minh Tiến"
"WARD","08044",2170549,"Xã Minh Phú"
"WARD","08047",2170547,"Xã Chân Mộng"
"WARD","08050",2170526,"Xã Ca Đình"
"WARD","08053",2170701,"Thị trấn Hạ Hoà"
"WARD","08056",2170703,"Xã Đại Phạm"
"WARD","08059",2170705,"Xã Hậu Bổng"
"WARD","08062",2170709,"Xã Đan Hà"
"WARD","08065",2170711,"Xã Hà Lương"
"WARD","08074",2170707,"Xã Liên Phương"
"WARD","08077",2170715,"Xã Đan Thượng"
"WARD","08080",2170717,"Xã Hiền Lương"
"WARD","08083",2170721,"Xã Động Lâm"
"WARD","08086",2170725,"Xã Lâm Lợi"
"WARD","08089",2170733,"Xã Phương Viên"
"WARD","08092",2170727,"Xã Gia Điền"
"WARD","08095",2170731,"Xã Ấm Hạ"
"WARD","08098",2170719,"Xã Quân Khê"
"WARD","08104",2170739,"Xã Hương Xạ"
"WARD","08107",2170741,"Xã Cáo Điền"
"WARD","08110",2170737,"Xã Xuân Áng"
"WARD","08113",2170751,"Xã Yên Kỳ"
"WARD","08116",2170735,"Xã Chuế Lưu"
"WARD","08119",2170743,"Xã Minh Hạc"
"WARD","08122",2170753,"Xã Lang Sơn"
"WARD","08125",2170745,"Xã Bằng Giã"
"WARD","08128",2170755,"Xã Yên Luật"
"WARD","08131",2170747,"Xã Vô Tranh"
"WARD","08134",2170749,"Xã Văn Lang"
"WARD","08137",2170757,"Xã Chính Công"
"WARD","08140",2170761,"Xã Minh Côi"
"WARD","08143",2170763,"Xã Vĩnh Chân"
"WARD","08146",2170759,"Xã Mai Tùng"
"WARD","08149",2170765,"Xã Vụ Cầu"
"WARD","08152",2170901,"Thị trấn Thanh Ba"
"WARD","08155",2170903,"Xã Thanh Vân"
"WARD","08156",2170952,"Xã Vân Lĩnh"
"WARD","08158",2170907,"Xã Đông Lĩnh"
"WARD","08161",2170915,"Xã Đại An"
"WARD","08164",2170905,"Xã Hanh Cù"
"WARD","08167",2170917,"Xã Thái Ninh"
"WARD","08170",2170909,"Xã Đồng Xuân"
"WARD","08173",2170919,"Xã Năng Yên"
"WARD","08176",2170911,"Xã Yển Khê"
"WARD","08179",2170923,"Xã Ninh Dân"
"WARD","08182",2170921,"Xã Quảng Nạp"
"WARD","08185",2170913,"Xã Vũ Yển"
"WARD","08188",2170925,"Xã Yên Nội"
"WARD","08191",2170927,"Xã Phương Lĩnh"
"WARD","08194",2170933,"Xã Võ Lao"
"WARD","08197",2170931,"Xã Khải Xuân"
"DISTRICT","082",20507,"Huyện Bát Xát"
"WARD","08200",2170929,"Xã Mạn Lạn"
"WARD","08203",2170935,"Xã Thanh Xá"
"WARD","08206",2170939,"Xã Chí Tiên"
"WARD","08209",2170941,"Xã Đông Thành"
"WARD","08212",2170937,"Xã Hoàng Cương"
"WARD","08215",2170943,"Xã Sơn Cương"
"WARD","08218",2170945,"Xã Thanh Hà"
"WARD","08221",2170947,"Xã Đỗ Sơn"
"WARD","08224",2170949,"Xã Đỗ Xuyên"
"WARD","08227",2170951,"Xã Lương Lỗ"
"WARD","08230",2171101,"Thị trấn Phong Châu"
"WARD","08233",2171107,"Xã Phú Mỹ"
"WARD","08234",2171148,"Xã Lệ Mỹ"
"WARD","08236",2171109,"Xã Liên Hoa"
"WARD","08239",2171111,"Xã Trạm Thản"
"WARD","08242",2171113,"Xã Trị Quận"
"WARD","08245",2171115,"Xã Trung Giáp"
"WARD","08248",2171121,"Xã Tiên Phú"
"WARD","08251",2171117,"Xã Hạ Giáp"
"WARD","08254",2171119,"Xã Bảo Thanh"
"WARD","08257",2171129,"Xã Phú Lộc"
"WARD","08260",2171123,"Xã Gia Thanh"
"WARD","08263",2171125,"Xã Tiên Du"
"WARD","08266",2171127,"Xã Phú Nham"
"WARD","08272",2171135,"Xã An Đạo"
"WARD","08278",2171139,"Xã Phù Ninh"
"WARD","08281",2170133,"Xã Kim Đức"
"WARD","08287",2170141,"Xã Hùng Lô"
"WARD","08290",2171501,"Thị trấn Yên Lập"
"WARD","08293",2171503,"Xã Mỹ Lung"
"WARD","08296",2171505,"Xã Mỹ Lương"
"WARD","08299",2171507,"Xã Lương Sơn"
"DISTRICT","083",20505,"Huyện Mường Khương"
"WARD","08302",2171509,"Xã Xuân An"
"WARD","08305",2171513,"Xã Xuân Viên"
"WARD","08308",2171515,"Xã Xuân Thủy"
"WARD","08311",2171511,"Xã Trung Sơn"
"WARD","08314",2171517,"Xã Hưng Long"
"WARD","08317",2171519,"Xã Nga Hoàng"
"WARD","08320",2171525,"Xã Đồng Lạc"
"WARD","08323",2171521,"Xã Thượng Long"
"WARD","08326",2171523,"Xã Đồng Thịnh"
"WARD","08329",2171527,"Xã Phúc Khánh"
"WARD","08332",2171529,"Xã Minh Hòa"
"WARD","08335",2171531,"Xã Ngọc Lập"
"WARD","08338",2171533,"Xã Ngọc Đồng"
"WARD","08344",2171303,"Xã Tiên Lương"
"WARD","08347",2171305,"Xã Tuy Lộc"
"WARD","08350",2171307,"Xã Ngô Xá"
"WARD","08356",2171309,"Xã Phượng Vĩ"
"WARD","08362",2171317,"Xã Thụy Liễu"
"WARD","08374",2171321,"Xã Tùng Khê"
"WARD","08377",2171319,"Xã Tam Sơn"
"WARD","08380",2171323,"Xã Văn Bán"
"WARD","08383",2171329,"Xã Cấp Dẫn"
"WARD","08389",2171333,"Xã Xương Thịnh"
"WARD","08392",2171335,"Xã Phú Khê"
"WARD","08395",2171337,"Xã Sơn Tình"
"WARD","08398",2171341,"Xã Yên Tập"
"DISTRICT","084",20508,"Huyện Si Ma Cai"
"WARD","08401",2171339,"Xã Hương Lung"
"WARD","08404",2171343,"Xã Tạ Xá"
"WARD","08407",2171347,"Xã Phú Lạc"
"WARD","08413",2171349,"Xã Chương Xá"
"WARD","08419",2171353,"Xã Văn Khúc"
"WARD","08422",2171359,"Xã Yên Dưỡng"
"WARD","08428",2171357,"Xã Điêu Lương"
"WARD","08431",2171361,"Xã Đồng Lương"
"WARD","08434",2171701,"Thị trấn Hưng Hoá"
"WARD","08440",2171703,"Xã Hiền Quan"
"WARD","08446",2171707,"Xã Thanh Uyên"
"WARD","08452",2171717,"Xã Tứ Mỹ"
"WARD","08455",2171715,"Xã Văn Lương"
"WARD","08458",2171719,"Xã Hùng Đô"
"WARD","08461",2171721,"Xã Phương Thịnh"
"WARD","08464",2171713,"Xã Tam Cường"
"WARD","08467",2171727,"Xã Cổ Tiết"
"WARD","08470",2171723,"Xã Quang Húc"
"WARD","08473",2171729,"Xã Hương Nộn"
"WARD","08476",2171725,"Xã Tề Lễ"
"WARD","08479",2171733,"Xã Thọ Văn"
"WARD","08482",2171731,"Xã Dị Nậu"
"WARD","08491",2171737,"Xã Thượng Nông"
"WARD","08494",2171201,"Thị trấn Lâm Thao"
"WARD","08497",2171205,"Xã Tiên Kiên"
"WARD","08498",2171203,"Thị trấn Hùng Sơn"
"DISTRICT","085",20509,"Huyện Bắc Hà"
"WARD","08500",2171207,"Xã Xuân Lũng"
"WARD","08503",2170135,"Xã Hy Cương"
"WARD","08506",2170137,"Xã Chu Hóa"
"WARD","08509",2171209,"Xã Xuân Huy"
"WARD","08512",2171213,"Xã Thạch Sơn"
"WARD","08515",2170139,"Xã Thanh Đình"
"WARD","08518",2171219,"Xã Sơn Vi"
"WARD","08527",2171225,"Xã Cao Xá"
"WARD","08533",2171231,"Xã Vĩnh Lại"
"WARD","08539",2171233,"Xã Bản Nguyên"
"WARD","08542",2171901,"Thị trấn Thanh Sơn"
"WARD","08545",2172005,"Xã Thu Cúc"
"WARD","08548",2172001,"Xã Thạch Kiệt"
"WARD","08551",2172013,"Xã Thu Ngạc"
"WARD","08554",2172009,"Xã Kiệt Sơn"
"WARD","08557",2172003,"Xã Đồng Sơn"
"WARD","08560",2172031,"Xã Lai Đồng"
"WARD","08563",2171903,"Xã Sơn Hùng"
"WARD","08566",2172011,"Xã Tân Phú"
"WARD","08569",2172017,"Xã Mỹ Thuận"
"WARD","08572",2171911,"Xã Địch Quả"
"WARD","08575",2171907,"Xã Giáp Lai"
"WARD","08578",2172015,"Xã Tân Sơn"
"WARD","08581",2171905,"Xã Thục Luyện"
"WARD","08584",2171937,"Xã Võ Miếu"
"WARD","08587",2171909,"Xã Thạch Khoán"
"WARD","08590",2172021,"Xã Xuân Đài"
"WARD","08593",2172007,"Xã Minh Đài"
"WARD","08596",2172025,"Xã Văn Luông"
"WARD","08599",2172027,"Xã Xuân Sơn"
"DISTRICT","086",20511,"Huyện Bảo Thắng"
"WARD","08602",2171913,"Xã Cự Thắng"
"WARD","08605",2171915,"Xã Tất Thắng"
"WARD","08608",2172033,"Xã Long Cốc"
"WARD","08611",2171939,"Xã Văn Miếu"
"WARD","08614",2171917,"Xã Cự Đồng"
"WARD","08617",2172029,"Xã Kim Thượng"
"WARD","08620",2172023,"Xã Tam Thanh"
"WARD","08623",2171919,"Xã Thắng Sơn"
"WARD","08626",2172019,"Xã Vinh Tiền"
"WARD","08629",2171935,"Xã Tân Minh"
"WARD","08632",2171921,"Xã Hương Cần"
"WARD","08635",2171949,"Xã Khả Cửu"
"WARD","08638",2171951,"Xã Đông Cửu"
"WARD","08641",2171923,"Xã Tân Lập"
"WARD","08644",2171927,"Xã Yên Lãng"
"WARD","08647",2171925,"Xã Yên Lương"
"WARD","08650",2171953,"Xã Thượng Cửu"
"WARD","08653",2171931,"Xã Lương Nha"
"WARD","08656",2171929,"Xã Yên Sơn"
"WARD","08659",2171933,"Xã Tinh Nhuệ"
"WARD","08662",2171803,"Xã Đào Xá"
"WARD","08665",2171805,"Xã Thạch Đồng"
"WARD","08668",2171801,"Xã Xuân Lộc"
"WARD","08671",2171807,"Xã Tân Phương"
"WARD","08674",2171809,"Thị trấn Thanh Thủy"
"WARD","08677",2171813,"Xã Sơn Thủy"
"WARD","08680",2171811,"Xã Bảo Yên"
"WARD","08683",2171815,"Xã Đoan Hạ"
"WARD","08689",2171817,"Xã Hoàng Xá"
"WARD","08698",2171825,"Xã Phượng Mao"
"DISTRICT","087",20515,"Huyện Bảo Yên"
"WARD","08701",2171827,"Xã Yến Mao"
"WARD","08704",2171829,"Xã Tu Vũ"
"WARD","08707",1040101,"Phường Tích Sơn"
"WARD","08710",1040103,"Phường Liên Bảo"
"WARD","08713",1040104,"Phường Hội Hợp"
"WARD","08716",1040105,"Phường Đống Đa"
"WARD","08719",1040107,"Phường Ngô Quyền"
"WARD","08722",1040108,"Phường Đồng Tâm"
"WARD","08725",1040111,"Xã Định Trung"
"WARD","08728",1040113,"Phường Khai Quang"
"WARD","08731",1040114,"Xã Thanh Trù"
"WARD","08734",1040202,"Phường Trưng Trắc"
"WARD","08737",1040203,"Phường Hùng Vương"
"WARD","08740",1040201,"Phường Trưng Nhị"
"WARD","08743",1040213,"Phường Phúc Thắng"
"WARD","08746",1040205,"Phường Xuân Hoà"
"WARD","08747",1040206,"Phường Đồng Xuân"
"WARD","08749",1040215,"Xã Ngọc Thanh"
"WARD","08752",1040207,"Xã Cao Minh"
"WARD","08755",1040209,"Xã Nam Viêm"
"WARD","08758",1040211,"Xã Tiền Châu"
"WARD","08761",1040301,"Thị trấn Lập Thạch"
"WARD","08764",1040307,"Xã Quang Sơn"
"WARD","08767",1040309,"Xã Ngọc Mỹ"
"WARD","08770",1040311,"Xã Hợp Lý"
"WARD","08773",1041113,"Xã Lãng Công"
"WARD","08776",1041115,"Xã Quang Yên"
"WARD","08779",1041117,"Xã Bạch Lưu"
"WARD","08782",1041119,"Xã Hải Lựu"
"WARD","08785",1040323,"Xã Bắc Bình"
"WARD","08788",1040325,"Xã Thái Hòa"
"WARD","08789",1040328,"Thị trấn Hoa Sơn"
"WARD","08791",1040327,"Xã Liễn Sơn"
"WARD","08794",1040329,"Xã Xuân Hòa"
"WARD","08797",1040331,"Xã Vân Trục"
"DISTRICT","088",20513,"Thị xã Sa Pa"
"WARD","08800",1041133,"Xã Đồng Quế"
"WARD","08803",1041135,"Xã Nhân Đạo"
"WARD","08806",1041137,"Xã Đôn Nhân"
"WARD","08809",1041139,"Xã Phương Khoan"
"WARD","08812",1040341,"Xã Liên Hòa"
"WARD","08815",1040343,"Xã Tử Du"
"WARD","08818",1041145,"Xã Tân Lập"
"WARD","08821",1041147,"Xã Nhạo Sơn"
"WARD","08824",1041149,"Thị trấn Tam Sơn"
"WARD","08827",1041151,"Xã Như Thụy"
"WARD","08830",1041153,"Xã Yên Thạch"
"WARD","08833",1040355,"Xã Bàn Giản"
"WARD","08836",1040357,"Xã Xuân Lôi"
"WARD","08839",1040359,"Xã Đồng Ích"
"WARD","08842",1040361,"Xã Tiên Lữ"
"WARD","08845",1040363,"Xã Văn Quán"
"WARD","08848",1041165,"Xã Đồng Thịnh"
"WARD","08851",1041167,"Xã Tứ Yên"
"WARD","08854",1041169,"Xã Đức Bác"
"WARD","08857",1040371,"Xã Đình Chu"
"WARD","08860",1041173,"Xã Cao Phong"
"WARD","08863",1040375,"Xã Triệu Đề"
