code,zipcode,destcode
INDOJI_JI16_JI1602,61354,MJK10002
INDOJI_JI16_JI1603,61371,MJK10003
INDOJI_JI16_JI1604,61351,MJK10004
INDOJI_JI16_JI1605,61373,MJK10006
INDOJI_JI16_JI1606,61353,MJK10008
INDOJI_JI16_JI1607,61383,MJK10009
INDOJI_JI16_JI1608,61316,MJK10022
INDOJI_JI16_JI1609,61364,MJK10021
INDOJI_JI16_JI1610,61382,MJK10010
INDOJI_JI16_JI1611,61321,MJK10023
INDOJI_JI16_JI1612,61384,MJK10013
INDOJI_JI16_JI1613,61363,MJK10014
INDOJI_JI16_JI1614,61375,MJK10016
INDOJI_JI16_JI1615,61362,MJK10017
INDOJI_JI16_JI1616,61372,MJK10005
INDOJI_JI16_JI1617,61352,MJK10007
INDOJI_JI16_JI1618,61385,MJK10011
INDOJI_JI16_JI1619,61374,MJK10012
INDOJI_JI16_JI1620,61361,MJK10015
INDOJI_JI20_JI20,69317,SUB20500
INDOJI_JI20_JI2001,69354,SUB20501
INDOJI_JI20_JI2002,69382,SUB20502
INDOJI_JI20_JI2003,69355,SUB20503
INDOJI_JI20_JI2004,69323,SUB20512
INDOJI_JI20_JI2005,69352,SUB20505
INDOJI_JI20_JI2006,69362,SUB20506
INDOJI_JI20_JI2007,69317,SUB20500
INDOJI_JI20_JI2008,69356,SUB20507
INDOJI_JI20_JI2009,69361,SUB20508
INDOJI_JI20_JI2010,69363,SUB20509
INDOJI_JI20_JI2011,69371,SUB20510
INDOJI_JI20_JI2012,69353,SUB20511
INDOJI_JI20_JI2013,69383,SUB20504
INDOJI_JI21_JI2101,67153,PSR20101
INDOJI_JI21_JI2102,67127,PSR10001
INDOJI_JI21_JI2103,67137,PSR10002
INDOJI_JI21_JI2104,67174,PSR10006
INDOJI_JI21_JI2105,67184,PSR10007
INDOJI_JI21_JI2106,67172,PSR10008
INDOJI_JI21_JI2107,67186,PSR10010
INDOJI_JI21_JI2108,67183,PSR10011
INDOJI_JI21_JI2109,67185,PSR10012
INDOJI_JI21_JI2110,67156,PSR20100
INDOJI_JI21_JI2111,67175,PSR10013
INDOJI_JI21_JI2112,67171,PSR10014
INDOJI_JI21_JI2113,67157,PSR10015
INDOJI_JI21_JI2114,67176,PSR10018
INDOJI_JI21_JI2115,67181,PSR10019
INDOJI_JI21_JI2116,67177,PSR10022
INDOJI_JI21_JI2117,67165,PSR10023
INDOJI_JI21_JI2118,67182,PSR10024
INDOJI_JI21_JI2119,67173,PSR10025
INDOJI_JI21_JI2120,67154,PSR10004
INDOJI_JI21_JI2121,67155,PSR10005
INDOJI_JI21_JI2122,67151,PSR10009
INDOJI_JI21_JI2123,67163,PSR10016
INDOJI_JI21_JI2124,67127,PSR10003
INDOJI_JI21_JI2125,67162,PSR10017
INDOJI_JI21_JI2126,67152,PSR10020
INDOJI_JI21_JI2127,67161,PSR10021
INDOJI_JI24_JI24,69216,SUB20600
INDOJI_JI24_JI2401,69263,SUB20601
INDOJI_JI24_JI2402,69281,SUB20602
INDOJI_JI24_JI2403,69272,SUB20603
INDOJI_JI24_JI2404,69254,SUB20613
INDOJI_JI24_JI2405,69252,SUB20604
INDOJI_JI24_JI2406,69261,SUB20605
INDOJI_JI24_JI2407,69291,SUB20606
INDOJI_JI24_JI2408,69271,SUB20612
INDOJI_JI24_JI2409,69254,SUB20607
INDOJI_JI24_JI2410,69262,SUB20608
INDOJI_JI24_JI2411,69273,SUB20609
INDOJI_JI24_JI2412,69253,SUB20610
INDOJI_JI24_JI2413,69271,SUB20611
INDOJI_JI24_JI2414,69216,SUB20600
INDOJI_JI25_JI25,61225,SUB20700
INDOJI_JI25_JI2501,61263,SUB20721
INDOJI_JI25_JI2502,61252,SUB20702
INDOJI_JI25_JI2503,61271,SUB20703
INDOJI_JI25_JI2504,61254,SUB20704
INDOJI_JI25_JI2505,61276,SUB20705
INDOJI_JI25_JI2506,61275,SUB20706
INDOJI_JI25_JI2507,61262,SUB20719
INDOJI_JI25_JI2508,61274,SUB20708
INDOJI_JI25_JI2509,61253,SUB20710
INDOJI_JI25_JI2510,61225,SUB20700
INDOJI_JI25_JI2511,61272,SUB20713
INDOJI_JI25_JI2512,61265,SUB20722
INDOJI_JI25_JI2513,61273,SUB20715
INDOJI_JI25_JI2514,61261,SUB20717
INDOJI_JI25_JI2515,61264,SUB20723
INDOJI_JI25_JI2516,61258,SUB20711
INDOJI_JI25_JI2517,61257,SUB20720
INDOJI_JI25_JI2518,61256,SUB20716
INDOJI_JI27_JI27,69417,SUB20800
INDOJI_JI27_JI2701,69455,SUB20801
INDOJI_JI27_JI2702,69491,SUB20802
INDOJI_JI27_JI2703,69473,SUB20803
INDOJI_JI27_JI2704,69451,SUB20825
INDOJI_JI27_JI2705,69453,SUB20804
INDOJI_JI27_JI2706,69466,SUB20805
INDOJI_JI27_JI2707,69454,SUB20806
INDOJI_JI27_JI2708,69474,SUB20807
INDOJI_JI27_JI2709,69462,SUB20808
INDOJI_JI27_JI2710,69472,SUB20809
INDOJI_JI27_JI2711,69483,SUB20810
INDOJI_JI27_JI2712,69482,SUB20811
INDOJI_JI27_JI2713,69463,SUB20812
INDOJI_JI27_JI2714,69471,SUB20813
INDOJI_JI27_JI2715,69491,SUB20826
INDOJI_JI27_JI2716,69417,SUB20800
INDOJI_JI27_JI2717,69461,SUB20814
INDOJI_JI27_JI2718,69452,SUB20815
INDOJI_JI27_JI2719,69492,SUB20816
INDOJI_JI27_JI2720,69484,SUB20817
INDOJI_JI27_JI2721,69457,SUB20818
INDOJI_JI27_JI2722,69465,SUB20819
INDOJI_JI27_JI2723,69485,SUB20820
INDOJI_JI27_JI2724,69456,SUB20821
INDOJI_JI27_JI2725,69493,SUB20822
INDOJI_JI27_JI2726,69467,SUB20823
INDOJI_JI27_JI2727,69481,SUB20824
INDOJI_JI28_JI2801,60182,SUB10001
INDOJI_JI28_JI2802,60199,SUB10002
INDOJI_JI28_JI2803,60174,SUB10003
INDOJI_JI28_JI2804,60124,SUB10004
INDOJI_JI28_JI2805,60225,SUB10005
INDOJI_JI28_JI2806,60234,SUB10006
INDOJI_JI28_JI2807,60275,SUB10007
INDOJI_JI28_JI2808,60286,SUB10008
INDOJI_JI28_JI2809,60294,SUB10009
INDOJI_JI28_JI2810,60232,SUB10010
INDOJI_JI28_JI2811,60221,SUB10011
INDOJI_JI28_JI2812,60127,SUB10012
INDOJI_JI28_JI2813,60179,SUB10013
INDOJI_JI28_JI2815,60113,SUB10015
INDOJI_JI28_JI2816,60161,SUB10016
INDOJI_JI28_JI2817,60197,SUB10017
INDOJI_JI28_JI2818,60293,SUB10018
INDOJI_JI28_JI2819,60218,SUB10019
INDOJI_JI28_JI2820,60151,SUB10021
INDOJI_JI28_JI2821,60141,SUB10022
INDOJI_JI28_JI2822,60189,SUB10024
INDOJI_JI28_JI2823,60186,SUB10026
INDOJI_JI28_JI2824,60292,SUB10028
INDOJI_JI28_JI2825,60227,SUB10029
INDOJI_JI28_JI2826,60239,SUB10030
INDOJI_JI28_JI2827,60182,SUB10000
INDOJI_JI28_JI2828,60254,SUB10020
INDOJI_JI28_JI2829,60117,SUB10023
INDOJI_JI28_JI2830,60138,SUB10025
INDOJI_JI28_JI2831,60264,SUB10027
INDOJI_JI30_JI30,62316,SUB20900
INDOJI_JI30_JI3001,62354,SUB20901
INDOJI_JI30_JI3002,62364,SUB20902
INDOJI_JI30_JI3003,62371,SUB20919
INDOJI_JI30_JI3004,62362,SUB20903
INDOJI_JI30_JI3005,62352,SUB20904
INDOJI_JI30_JI3006,62363,SUB20905
INDOJI_JI30_JI3007,62356,SUB20906
INDOJI_JI30_JI3008,62355,SUB20907
INDOJI_JI30_JI3009,62357,SUB20908
INDOJI_JI30_JI3010,62391,SUB20909
INDOJI_JI30_JI3011,62366,SUB20910
INDOJI_JI30_JI3012,62382,SUB20911
INDOJI_JI30_JI3013,62371,SUB20912
INDOJI_JI30_JI3014,62381,SUB20913
INDOJI_JI30_JI3015,62365,SUB20914
INDOJI_JI30_JI3016,62361,SUB20915
INDOJI_JI30_JI3017,62372,SUB20916
INDOJI_JI30_JI3018,62353,SUB20917
INDOJI_JI30_JI3019,62316,SUB20900
INDOJI_JI30_JI3020,62383,SUB20918
INDOKS_KS01_KS0101,71291,BDJ10201
INDOKS_KS01_KS0102,71252,BDJ10210
INDOKS_KS01_KS0103,71252,BDJ10202
INDOKS_KS01_KS0104,71253,BDJ10203
INDOKS_KS01_KS0105,71262,BDJ10204
INDOKS_KS01_KS0106,71282,BDJ10205
INDOKS_KS01_KS0107,71281,BDJ10206
INDOKS_KS01_KS0108,71261,BDJ10207
INDOKS_KS01_KS0109,71292,BDJ10209
INDOKS_KS01_KS0110,71213,BDJ10200
INDOKS_KS01_KS0111,71271,BDJ10208
INDOKS_KS02_KS0201,71315,BDJ10100
INDOKS_KS02_KS0202,71381,BDJ10101
INDOKS_KS02_KS0203,71382,BDJ10111
INDOKS_KS02_KS0204,71391,BDJ10103
INDOKS_KS02_KS0205,71371,BDJ10102
INDOKS_KS02_KS0206,71372,BDJ10109
INDOKS_KS02_KS0207,71363,BDJ10104
INDOKS_KS02_KS0208,71361,BDJ10105
INDOKS_KS02_KS0209,71362,BDJ10106
INDOKS_KS02_KS0210,71391,BDJ10110
INDOKS_KS02_KS0211,71352,BDJ10107
INDOKS_KS03_KS0301,71452,BDJ20102
INDOKS_KS03_KS0302,71419,BDJ20112
INDOKS_KS03_KS0303,71471,BDJ20101
INDOKS_KS03_KS0304,71454,BDJ20104
INDOKS_KS03_KS0305,71416,BDJ20113
INDOKS_KS03_KS0306,71453,BDJ20106
INDOKS_KS03_KS0307,71471,BDJ20116
INDOKS_KS03_KS0308,71453,BDJ20115
INDOKS_KS03_KS0309,71455,BDJ20111
INDOKS_KS03_KS0310,71455,BDJ20114
INDOKS_KS03_KS0311,71471,BDJ20101
INDOKS_KS04_KS04,41374,KRW10025
INDOKS_KS04_KS0401,72163,BDJ10302
INDOKS_KS04_KS0402,72164,BDJ10324
INDOKS_KS04_KS0403,72161,BDJ10323
INDOKS_KS04_KS0404,72162,BDJ10305
INDOKS_KS04_KS0405,72161,BDJ10306
INDOKS_KS04_KS0406,72164,BDJ10304
INDOKS_KS04_KS0407,72165,BDJ10303
INDOKS_KS04_KS0408,72169,BDJ10322
INDOKS_KS04_KS0409,72168,BDJ10310
INDOKS_KS04_KS0410,72169,BDJ10309
INDOKS_KS04_KS0411,72153,BDJ10312
INDOKS_KS04_KS0412,72154,BDJ10321
INDOKS_KS04_KS0413,72154,BDJ10311
INDOKS_KS04_KS0414,72156,BDJ10320
INDOKS_KS04_KS0415,72152,BDJ10313
INDOKS_KS04_KS0416,72115,BDJ10319
INDOKS_KS04_KS0417,72155,BDJ10315
INDOKS_KS04_KS0418,72181,BDJ10314
INDOKS_KS04_KS0419,72166,BDJ10316
INDOKS_KS04_KS0420,72167,BDJ10318
INDOKS_KS04_KS0421,72153,BDJ10325
INDOKS_KS05_KS0501,71664,BDJ21201
INDOKS_KS05_KS0502,71663,BDJ21202
INDOKS_KS05_KS0503,71666,BDJ21203
INDOKS_KS05_KS0504,71665,BDJ21204
INDOKS_KS05_KS0505,71661,BDJ21205
INDOKS_KS05_KS0506,71662,BDJ21200
INDOKS_KS05_KS0507,71662,BDJ21206
INDOKS_KS05_KS0508,71664,BDJ21207
INDOKS_KS06_KS0601,70713,BDJ10505
INDOKS_KS06_KS0602,70714,BDJ10504
INDOKS_KS06_KS0603,70734,BDJ10501
INDOKS_KS06_KS0604,70724,BDJ10502
INDOKS_KS06_KS0605,70722,BDJ10503
INDOKS_KS07_KS07,70116,BDJ10001
INDOKS_KS07_KS0701,70116,BDJ10001
INDOKS_KS07_KS0702,70246,BDJ10002
INDOKS_KS07_KS0703,70114,BDJ10003
INDOKS_KS07_KS0704,70236,BDJ10004
INDOKS_KS07_KS0705,70123,BDJ10005
INDOKS_KS08_KS0801,70582,BDJ20201
INDOKS_KS08_KS0802,70564,BDJ20203
INDOKS_KS08_KS0803,70565,BDJ20202
INDOKS_KS08_KS0804,70513,BDJ20214
INDOKS_KS08_KS0805,70562,BDJ20204
INDOKS_KS08_KS0806,70563,BDJ20205
INDOKS_KS08_KS0807,70571,BDJ20206
INDOKS_KS08_KS0808,70581,BDJ20216
INDOKS_KS08_KS0809,70581,BDJ20208
INDOKS_KS08_KS0810,70511,BDJ20200
INDOKS_KS08_KS0811,70568,BDJ20209
INDOKS_KS08_KS0812,70561,BDJ20210
INDOKS_KS08_KS0813,70553,BDJ20212
INDOKS_KS08_KS0814,70567,BDJ20211
INDOKS_KS08_KS0815,70566,BDJ20213
INDOKS_KS08_KS0816,70562,BDJ20215
INDOKS_KS08_KS0818,70552,BDJ20207
INDOKS_KS09_KS0901,71553,BDJ10401
INDOKS_KS09_KS0902,71572,BDJ10412
INDOKS_KS09_KS0903,71572,BDJ10402
INDOKS_KS09_KS0904,71574,BDJ10403
INDOKS_KS09_KS0905,71552,BDJ10404
INDOKS_KS09_KS0906,71555,BDJ10405
INDOKS_KS09_KS0907,71573,BDJ10406
INDOKS_KS09_KS0908,71571,BDJ10407
INDOKS_KS09_KS0909,71554,BDJ10408
INDOKS_KS09_KS0910,71561,BDJ10409
INDOKS_KS09_KS0911,71575,BDJ10410
INDOKS_KS09_KS0912,71514,BDJ10400
INDOKS_KS09_KS0913,71514,BDJ10400
INDOKS_KS10_KS1001,72271,BDJ21300
INDOKS_KS10_KS1002,72211,BDJ21307
INDOKS_KS10_KS1003,72272,BDJ21306
INDOKS_KS10_KS1004,72273,BDJ21301
INDOKS_KS10_KS1005,72272,BDJ21302
INDOKS_KS10_KS1006,72211,BDJ21305
INDOKS_KS10_KS1007,72275,BDJ21303
INDOKS_KS10_KS1008,72274,BDJ21304
INDOKS_KS10_KS1009,72275,BDJ21308
INDOKS_KS10_KS1010,72213,BDJ21309
INDOKS_KS10_KS1011,72213,BDJ21309
INDOKS_KS11_KS1101,70852,BDJ20401
INDOKS_KS11_KS1102,70881,BDJ20402
INDOKS_KS11_KS1103,70883,BDJ20403
INDOKS_KS11_KS1104,70853,BDJ20404
INDOKS_KS11_KS1105,70871,BDJ20405
INDOKS_KS11_KS1106,70815,BDJ20400
INDOKS_KS11_KS1107,70861,BDJ20406
INDOKS_KS11_KS1108,70854,BDJ20408
INDOKS_KS11_KS1109,70882,BDJ20407
INDOKS_KS11_KS1110,70815,BDJ20409
INDOKS_KS11_KS1111,70853,BDJ20410
INDOKS_KS12_KS12,71161,BDJ20510
INDOKS_KS12_KS1201,71152,BDJ20501
INDOKS_KS12_KS1202,71153,BDJ20503
INDOKS_KS12_KS1203,71162,BDJ20505
INDOKS_KS12_KS1204,71171,BDJ20504
INDOKS_KS12_KS1205,71184,BDJ20506
INDOKS_KS12_KS1206,71154,BDJ20507
INDOKS_KS12_KS1207,71191,BDJ20508
INDOKS_KS12_KS1208,71185,BDJ20509
INDOKS_KS12_KS1209,71181,BDJ20511
INDOKS_KS12_KS1210,71161,BDJ20510
INDOKS_KS12_KS1211,71114,BDJ20512
INDOKS_KS12_KS1212,71183,BDJ20502
INDOKS_KS12_KS1213,71161,BDJ20510
INDOKS_KS13_KS13,70116,BDJ10001
INDOKS_KS13_KS1301,70655,BDJ20301
INDOKS_KS13_KS1302,70671,BDJ20310
INDOKS_KS13_KS1303,70671,BDJ20302
INDOKS_KS13_KS1304,70655,BDJ20320
INDOKS_KS13_KS1305,70652,BDJ20303
INDOKS_KS13_KS1306,70661,BDJ20304
INDOKS_KS13_KS1307,70654,BDJ20305
INDOKS_KS13_KS1308,70618,BDJ20319
INDOKS_KS13_KS1309,70619,BDJ20300
INDOKS_KS13_KS1310,70617,BDJ20318
INDOKS_KS13_KS1311,70672,BDJ20311
INDOKS_KS13_KS1312,70674,BDJ20316
INDOKS_KS13_KS1313,70675,BDJ20309
INDOKS_KS13_KS1314,70653,BDJ20308
INDOKS_KS13_KS1315,70673,BDJ20321
INDOKS_KS13_KS1316,70654,BDJ20313
INDOKS_KS13_KS1317,70673,BDJ20312
INDOKS_KS13_KS1318,70675,BDJ20317
INDOKS_KS13_KS1319,70674,BDJ20306
INDOKT_KT01_KT01,73525,PKY20317
INDOKT_KT01_KT0101,73564,PKY20302
INDOKT_KT01_KT0102,73552,PKY20306
INDOKT_KT01_KT0103,73525,PKY20317
INDOKT_KT01_KT0104,74581,PKY20316
INDOKT_KT01_KT0105,73583,PKY20310
INDOKT_KT01_KT0106,73593,PKY20307
INDOKT_KT01_KT0107,73555,PKY20308
INDOKT_KT01_KT0108,73581,PKY20309
INDOKT_KT01_KT0109,73553,PKY20311
INDOKT_KT01_KT0110,73592,PKY20313
INDOKT_KT01_KT0112,73554,PKY20314
INDOKT_KT01_KT0113,73512,PKY20318
INDOKT_KT01_KT0114,63153,MDN10100
INDOKT_KT01_KT0115,73516,PKY20319
INDOKT_KT01_KT0116,73593,PKY20320
INDOKT_KT01_KT0117,73555,PKY20321
INDOKT_KT01_KT0118,73555,PKY20322
INDOKT_KT01_KT0119,73583,PKY20323
INDOKT_KT02_KT02,74413,PKY20213
INDOKT_KT02_KT0201,74457,PKY20214
INDOKT_KT02_KT0202,74462,PKY20201
INDOKT_KT02_KT0203,74413,PKY20213
INDOKT_KT02_KT0204,74457,PKY20202
INDOKT_KT02_KT0205,74463,PKY20203
INDOKT_KT02_KT0206,74454,PKY20204
INDOKT_KT02_KT0207,74456,PKY20205
INDOKT_KT02_KT0208,74463,PKY20212
INDOKT_KT02_KT0209,74455,PKY20215
INDOKT_KT02_KT0210,74453,PKY20206
INDOKT_KT02_KT0211,74455,PKY20207
INDOKT_KT02_KT0212,74461,PKY20208
INDOKT_KT02_KT0213,74452,PKY20209
INDOKT_KT02_KT0214,73513,PKY20300
INDOKT_KT03_KT0301,74117,PKY20710
INDOKT_KT03_KT0302,74152,PKY20701
INDOKT_KT03_KT0303,74161,PKY20706
INDOKT_KT03_KT0304,74181,PKY20707
INDOKT_KT03_KT0305,74183,PKY20712
INDOKT_KT03_KT0306,74184,PKY20711
INDOKT_KT03_KT0307,74413,PKY20200
INDOKT_KT04_KT0401,73762,BDJ21102
INDOKT_KT04_KT0402,73713,BDJ21107
INDOKT_KT04_KT0403,73752,BDJ21103
INDOKT_KT04_KT0404,73753,BDJ21108
INDOKT_KT04_KT0405,73763,BDJ21104
INDOKT_KT04_KT0406,73761,BDJ21105
INDOKT_KT05_KT0501,73681,BDJ20801
INDOKT_KT05_KT0502,73661,BDJ20802
INDOKT_KT05_KT0503,73652,BDJ20803
INDOKT_KT05_KT0504,73618,BDJ20806
INDOKT_KT05_KT0505,73617,BDJ20808
INDOKT_KT05_KT0506,73652,BDJ20809
INDOKT_KT05_KT0507,73671,BDJ20804
INDOKT_KT05_KT0508,73653,BDJ20805
INDOKT_KT05_KT0509,73652,BDJ20810
INDOKT_KT05_KT0510,73617,BDJ20800
INDOKT_KT06_KT0601,73871,BDJ20701
INDOKT_KT06_KT0602,73862,BDJ20702
INDOKT_KT06_KT0603,73852,BDJ20703
INDOKT_KT06_KT0604,73861,BDJ20704
INDOKT_KT06_KT0605,73814,BDJ20706
INDOKT_KT06_KT0606,73881,BDJ20705
INDOKT_KT06_KT0608,73852,BDJ20707
INDOKT_KT06_KT0609,73881,BDJ20709
INDOKT_KT06_KT0610,73814,BDJ20708
INDOKT_KT07_KT0701,74553,PKY20407
INDOKT_KT07_KT0702,74553,PKY20401
INDOKT_KT07_KT0703,74511,PKY20408
INDOKT_KT07_KT0704,74562,PKY20409
INDOKT_KT07_KT0705,74562,PKY20410
INDOKT_KT07_KT0706,74571,PKY20411
INDOKT_KT07_KT0707,74553,PKY20412
INDOKT_KT07_KT0708,74561,PKY20404
INDOKT_KT07_KT0709,74561,PKY20414
INDOKT_KT07_KT0710,74571,PKY20405
INDOKT_KT07_KT0711,74552,PKY20406
INDOKT_KT07_KT0712,74113,PKY20700
INDOKT_KT07_KT0713,74561,PKY20413
INDOKT_KT08_KT0801,74352,PKY20808
INDOKT_KT08_KT0802,74312,PKY20809
INDOKT_KT08_KT0803,74356,PKY20811
INDOKT_KT08_KT0804,74354,PKY20812
INDOKT_KT08_KT0805,74354,PKY20812
INDOKT_KT08_KT0806,74353,PKY20802
INDOKT_KT08_KT0807,74326,PKY20810
INDOKT_KT08_KT0808,74363,PKY20803
INDOKT_KT08_KT0809,74361,PKY20805
INDOKT_KT08_KT0810,74356,PKY20804
INDOKT_KT08_KT0811,74355,PKY20806
INDOKT_KT08_KT0812,74362,PKY20807
INDOKT_KT08_KT0813,74315,PKY20813
INDOKT_KT08_KT0814,74353,PKY20815
INDOKT_KT08_KT0815,74363,PKY20816
INDOKT_KT08_KT0816,74363,PKY20816
INDOKT_KT08_KT0817,74352,PKY20814
INDOKT_KT08_KT0818,74355,PKY20817
INDOKT_KT09_KT09,74663,PKY21103
INDOKT_KT09_KT0902,74663,PKY21105
INDOKT_KT09_KT0903,74162,PKY21101
INDOKT_KT09_KT0904,74162,PKY21106
INDOKT_KT09_KT0905,74664,PKY21102
INDOKT_KT09_KT0906,74663,PKY21103
INDOKT_KT09_KT0907,74162,PKY21107
INDOKT_KT09_KT0908,74162,PKY21108
INDOKT_KT09_KT0909,74511,PKY20400
INDOKT_KT10_KT1001,73991,BDJ20906
INDOKT_KT10_KT1002,73991,BDJ20901
INDOKT_KT10_KT1003,73981,BDJ20910
INDOKT_KT10_KT1004,73971,BDJ20902
INDOKT_KT10_KT1005,73981,BDJ20907
INDOKT_KT10_KT1006,73981,BDJ20903
INDOKT_KT10_KT1007,73971,BDJ20908
INDOKT_KT10_KT1008,73961,BDJ20904
INDOKT_KT10_KT1009,73961,BDJ20909
INDOKT_KT10_KT1010,73981,BDJ20910
INDOKT_KT11_KT11,73111,PKY10000
INDOKT_KT11_KT1101,73111,PKY10000
INDOKT_KT11_KT1102,73224,PKY10000
INDOKT_KT11_KT1103,74611,PKY21100
INDOKT_KT11_KT1104,73111,PKY10003
INDOKT_KT11_KT1105,73229,PKY10004
INDOKT_KT12_KT12,74813,PKY21200
INDOKT_KT12_KT1201,74863,PKY21201
INDOKT_KT12_KT1202,74816,PKY21207
INDOKT_KT12_KT1203,74861,PKY21202
INDOKT_KT12_KT1204,74872,PKY21204
INDOKT_KT12_KT1205,74862,PKY21203
INDOKT_KT12_KT1206,74873,PKY21206
INDOKT_KT12_KT1207,74871,PKY21205
INDOKT_KT12_KT1208,74874,PKY21208
INDOKT_KT13_KT13,74291,PKY20503
INDOKT_KT13_KT1301,74261,PKY20501
INDOKT_KT13_KT1302,74271,PKY20502
INDOKT_KT13_KT1303,74214,PKY20505
INDOKT_KT13_KT1304,74291,PKY20503
INDOKT_KT13_KT1305,74281,PKY20504
INDOKT_KT13_KT1306,74291,PKY20503
INDOKT_KT13_KT1307,74281,PKY20506
INDOKT_KT13_KT1308,74271,PKY20507
INDOKT_KT13_KT1309,74215,PKY20508
INDOKT_KT13_KT1310,74261,PKY20509
INDOKT_KT13_KT1311,74291,PKY20510
INDOKT_KT14_KT14,74172,PKY21300
INDOKT_KT14_KT1401,74173,PKY21301
INDOKT_KT14_KT1402,74171,PKY21302
INDOKT_KT14_KT1403,74171,PKY21303
INDOKT_KT14_KT1404,74173,PKY21304
INDOKT_KT14_KT1405,74172,PKY21300
INDOKT_KT15_KT15,74215,PKY20500
INDOKI_KI28_KI2801,77372,BPN20215
INDOKI_KI28_KI2802,77372,BPN20214
INDOKI_KI28_KI2803,77373,BPN20201
INDOKI_KI28_KI2804,77381,BPN20204
INDOKI_KI28_KI2805,77352,BPN20202
INDOKI_KI28_KI2806,77362,BPN20203
INDOKI_KI28_KI2807,77381,BPN20210
INDOKI_KI28_KI2808,77371,BPN20205
INDOKI_KI28_KI2809,77361,BPN20206
INDOKI_KI28_KI2810,77372,BPN20216
INDOKI_KI28_KI2811,77372,BPN20207
INDOKI_KI28_KI2812,77315,BPN20200
INDOKI_KI28_KI2813,77352,BPN20211
INDOKI_KI01_KI01,76131,BPN10009
INDOKI_KI01_KI0101,76131,BPN10009
INDOKI_KI01_KI0102,76115,BPN10010
INDOKI_KI01_KI0103,76122,BPN10011
INDOKI_KI01_KI0104,76117,BPN10012
INDOKI_KI01_KI0105,76129,BPN10013
INDOKI_KI01_KI0106,76112,BPN10015
INDOKI_KI10_KI1001,76261,BPN20109
INDOKI_KI10_KI1002,76252,BPN20101
INDOKI_KI10_KI1003,76281,BPN20102
INDOKI_KI10_KI1004,76282,BPN20104
INDOKI_KI10_KI1005,76283,BPN20103
INDOKI_KI10_KI1006,76253,BPN20105
INDOKI_KI10_KI1007,76252,BPN20111
INDOKI_KI10_KI1008,76271,BPN20106
INDOKI_KI10_KI1009,76251,BPN20100
INDOKI_KI10_KI1010,76261,BPN20110
INDOKI_KI10_KI1011,76251,BPN20100
INDOKI_KI11_KI1101,76285,BPN20302
INDOKI_KI11_KI1102,76141,BPN20300
INDOKI_KI11_KI1103,76148,BPN20303
INDOKI_KI11_KI1104,76284,BPN20301
INDOKI_KI18_KI1801,75311,BTG10004
INDOKI_KI18_KI1802,75313,BTG10002
INDOKI_KI18_KI1803,75321,BTG10003
INDOKI_KI18_KI18C,75321,BTG10003
INDOKI_KI23_KI2301,75555,BTG20108
INDOKI_KI23_KI2302,75555,BTG20117
INDOKI_KI23_KI2303,75556,BTG20104
INDOKI_KI23_KI2304,75656,BTG20110
INDOKI_KI23_KI2305,75618,BTG20103
INDOKI_KI23_KI2306,75618,BTG20105
INDOKI_KI23_KI2307,75619,BTG20107
INDOKI_KI23_KI2308,75654,BTG20102
INDOKI_KI23_KI2309,75656,BTG20109
INDOKI_KI23_KI2310,75654,BTG20111
INDOKI_KI23_KI2311,75655,BTG20112
INDOKI_KI23_KI2312,75683,BTG20113
INDOKI_KI23_KI2313,75683,BTG20115
INDOKI_KI23_KI2314,75683,BTG20123
INDOKI_KI23_KI2315,75683,BTG20101
INDOKI_KI23_KI2316,75684,BTG20116
INDOKI_KI23_KI2317,75684,BTG20106
INDOKI_KI23_KI2318,75685,BTG20114
INDOKI_KI23_KI24C,75683,BTG20115
INDOKI_KI19_KI1901,75774,SMD20218
INDOKI_KI19_KI1902,75775,SMD20212
INDOKI_KI19_KI1903,75776,SMD20201
INDOKI_KI19_KI1904,75776,SMD20216
INDOKI_KI19_KI1905,75777,SMD20204
INDOKI_KI19_KI1907,73114,PKY10005
INDOKI_KI19_KI1908,75779,SMD20300
INDOKI_KI19_KI1909,75576,SMD20214
INDOKI_KI19_KI1910,75763,SMD20213
INDOKI_KI19_KI1912,75765,SMD20210
INDOKI_KI19_KI1913,75765,SMD20219
INDOKI_KI19_KI1914,75766,SMD20207
INDOKI_KI19_KI1915,75766,SMD20217
INDOKI_KI19_KI1916,75779,SMD20215
INDOKI_KI19_KI1917,75767,SMD20209
INDOKI_KI19_KI1918,75768,SMD20208
INDOKI_KI19_KI1920,75773,SMD20205
INDOKI_KI19_KI1921,75774,SMD20211
INDOKI_KI19_KI1922,75778,SMD20202
INDOKI_KI19_KI1923,75772,SMD20203
INDOKI_KI21_KI2101,75251,SMD20128
INDOKI_KI21_KI2102,75265,BPN10014
INDOKI_KI21_KI2103,75274,BPN10008
INDOKI_KI21_KI2104,75381,SMD20133
INDOKI_KI21_KI2105,75382,SMD20127
INDOKI_KI21_KI2106,75385,SMD20130
INDOKI_KI21_KI2107,75391,SMD20126
INDOKI_KI21_KI2108,75552,SMD20123
INDOKI_KI21_KI2109,75553,SMD20117
INDOKI_KI21_KI2110,75557,SMD20106
INDOKI_KI21_KI2111,75558,SMD20124
INDOKI_KI21_KI2112,75559,SMD20131
INDOKI_KI21_KI2113,75561,SMD20108
INDOKI_KI21_KI2114,75562,SMD20120
