code,zipcode,destcode
INDOAC_AC15_AC1507,24655,BTJ21702
INDOAC_AC15_AC1508,24655,BTJ21705
INDOAC_AC15_AC1509,24654,BTJ21703
INDOAC_AC15_AC1510,24656,BTJ21704
INDOAC_AC15_AC1511,24656,BTJ21709
INDOAC_AC16_AC16,24412,BTJ10119
INDOAC_AC16_AC1601,24415,BTJ10118
INDOAC_AC16_AC1602,24415,BTJ10123
INDOAC_AC16_AC1603,24412,BTJ10119
INDOAC_AC16_AC1604,24416,BTJ10120
INDOAC_AC16_AC1605,24411,BTJ10122
INDOAC_AC16_AC1606,24411,BTJ10121
INDOAC_AC17_AC1701,24351,BTJ10226
INDOAC_AC17_AC1702,24375,BTJ10227
INDOAC_AC17_AC1703,24352,BTJ10209
INDOAC_AC17_AC1704,24352,BTJ10228
INDOAC_AC18_AC1801,23672,BTJ21801
INDOAC_AC18_AC1802,23662,BTJ21802
INDOAC_AC18_AC1803,23661,BTJ21806
INDOAC_AC18_AC1804,23661,BTJ21806
INDOAC_AC18_AC1805,23671,BTJ21804
INDOAC_AC18_AC1806,23671,BTJ21805
INDOAC_AC18_AC1807,23671,BTJ21800
INDOAC_AC18_AC1808,23661,BTJ21807
INDOAC_AC18_AC1809,23672,BTJ21808
INDOAC_AC18_AC1810,23662,BTJ21809
INDOAC_AC19_AC19,24151,BTJ20415
INDOAC_AC19_AC1901,24152,BTJ20403
INDOAC_AC19_AC1902,24162,BTJ20404
INDOAC_AC19_AC1903,24167,BTJ20405
INDOAC_AC19_AC1904,24183,BTJ20423
INDOAC_AC19_AC1905,24183,BTJ20406
INDOAC_AC19_AC1906,24152,BTJ20424
INDOAC_AC19_AC1907,24171,BTJ20407
INDOAC_AC19_AC1908,24182,BTJ20408
INDOAC_AC19_AC1909,24165,BTJ20429
INDOAC_AC19_AC1910,24111,BTJ20400
INDOAC_AC19_AC1911,24186,BTJ20425
INDOAC_AC19_AC1912,24163,BTJ20410
INDOAC_AC19_AC1913,24153,BTJ20411
INDOAC_AC19_AC1914,24173,BTJ20426
INDOAC_AC19_AC1915,24173,BTJ20426
INDOAC_AC19_AC1916,24161,BTJ20413
INDOAC_AC19_AC1917,24172,BTJ20414
INDOAC_AC19_AC1918,24151,BTJ20415
INDOAC_AC19_AC1919,24164,BTJ20416
INDOAC_AC19_AC1920,24166,BTJ20418
INDOAC_AC19_AC1921,24174,BTJ20419
INDOAC_AC19_AC1922,24165,BTJ20420
INDOAC_AC19_AC1923,24181,BTJ20417
INDOAC_AC20_AC2001,24184,BTJ21905
INDOAC_AC20_AC2002,24188,BTJ21903
INDOAC_AC20_AC2003,24186,BTJ21902
INDOAC_AC20_AC2004,24186,BTJ21904
INDOAC_AC20_AC2005,24186,BTJ21900
INDOAC_AC20_AC2006,24185,BTJ21906
INDOAC_AC20_AC2007,24185,BTJ21907
INDOAC_AC20_AC2008,24187,BTJ21901
INDOAC_AC21_AC21,23511,BTJ20700
INDOAC_AC21_AC2101,23524,BTJ20703
INDOAC_AC21_AC2102,23514,BTJ20702
INDOAC_AC22_AC22,23894,BTJ22109
INDOAC_AC22_AC2201,23893,BTJ22101
INDOAC_AC22_AC2202,23893,BTJ22102
INDOAC_AC22_AC2203,23892,BTJ22105
INDOAC_AC22_AC2204,23894,BTJ22103
INDOAC_AC22_AC2205,23891,BTJ22104
INDOAC_AC22_AC2206,23891,BTJ22106
INDOAC_AC22_AC2207,23892,BTJ22108
INDOAC_AC22_AC2208,23891,BTJ22107
INDOAC_AC22_AC2209,23891,BTJ22100
INDOAC_AC22_AC2210,23894,BTJ22109
INDOAC_AC22_AC2211,23891,BTJ22110
INDOAC_AC23_AC2301,24782,BTJ22205
INDOAC_AC23_AC2302,24782,BTJ22202
INDOAC_AC23_AC2303,24786,BTJ22203
INDOAC_AC23_AC2304,24782,BTJ22201
INDOAC_AC23_AC2305,24782,BTJ22204
INDOSB_SB01_SB0101,25391,PDG21401
INDOSB_SB01_SB0102,25391,PDG21402
INDOSB_SB01_SB0103,25394,PDG21411
INDOSB_SB01_SB0104,25393,PDG21410
INDOSB_SB01_SB0105,25393,PDG21403
INDOSB_SB01_SB0106,25394,PDG21409
INDOSB_SB01_SB0107,25394,PDG21404
INDOSB_SB01_SB0108,25391,PDG21408
INDOSB_SB01_SB0109,25392,PDG21407
INDOSB_SB01_SB0110,25392,PDG21406
INDOSB_SB02_SB0201,26161,PDG22213
INDOSB_SB02_SB0202,26181,PDG22206
INDOSB_SB02_SB0203,26192,PDG22207
INDOSB_SB02_SB0204,26191,PDG22205
INDOSB_SB02_SB0205,26191,PDG22205
INDOSB_SB02_SB0206,26161,PDG22208
INDOSB_SB02_SB0207,26152,PDG22214
INDOSB_SB02_SB0209,26161,PDG22216
INDOSB_SB02_SB0210,26162,PDG22210
INDOSB_SB02_SB0212,26151,PDG22201
INDOSB_SB02_SB0213,26181,PDG22215
INDOSB_SB02_SB0215,26152,PDG22212
INDOSB_SB03_SB0301,26131,PDG20211
INDOSB_SB03_SB0302,26111,PDG20213
INDOSB_SB03_SB0303,26128,PDG20212
INDOSB_SB04_SB0401,27684,PDG21210
INDOSB_SB04_SB0402,27388,PDG21701
INDOSB_SB04_SB0403,27681,PDG21201
INDOSB_SB04_SB0404,27684,PDG21209
INDOSB_SB04_SB0405,27681,PDG21208
INDOSB_SB04_SB0406,27681,PDG21207
INDOSB_SB04_SB0407,27573,PDG21200
INDOSB_SB04_SB0408,27678,PDG21203
INDOSB_SB04_SB0409,27678,PDG21206
INDOSB_SB04_SB0410,27681,PDG21205
INDOSB_SB04_SB0411,27684,PDG21204
INDOSB_SB05_SB0501,26252,PDG21301
INDOSB_SB05_SB0502,26257,PDG21302
INDOSB_SB05_SB0503,26253,PDG21303
INDOSB_SB05_SB0504,26256,PDG21304
INDOSB_SB05_SB0505,26271,PDG21305
INDOSB_SB05_SB0506,26273,PDG21306
INDOSB_SB05_SB0507,26262,PDG21307
INDOSB_SB05_SB0508,26261,PDG21315
INDOSB_SB05_SB0509,26254,PDG21309
INDOSB_SB05_SB0510,26272,PDG21310
INDOSB_SB05_SB0511,26251,PDG20700
INDOSB_SB05_SB0512,26252,PDG21312
INDOSB_SB05_SB0513,26255,PDG21313
INDOSB_SB06_SB06,25112,PDG10014
INDOSB_SB06_SB0601,25237,PDG10008
INDOSB_SB06_SB0602,25171,PDG10009
INDOSB_SB06_SB0603,25222,PDG10011
INDOSB_SB06_SB0604,25237,PDG10012
INDOSB_SB06_SB0605,25146,PDG10013
INDOSB_SB06_SB0606,25112,PDG10014
INDOSB_SB06_SB0607,25215,PDG10015
INDOSB_SB06_SB0608,25125,PDG10016
INDOSB_SB06_SB0609,25136,PDG10017
INDOSB_SB06_SB0610,25154,PDG10010
INDOSB_SB06_SB0611,25163,PDG10018
INDOSB_SB07_SB07,27114,PDG21102
INDOSB_SB07_SB0701,27114,PDG21102
INDOSB_SB07_SB0702,27125,PDG21103
INDOSB_SB08_SB0801,25584,PDG20602
INDOSB_SB08_SB0802,25584,PDG20632
INDOSB_SB08_SB0804,25563,PDG20616
INDOSB_SB08_SB0805,25584,PDG20630
INDOSB_SB08_SB0806,25564,PDG20628
INDOSB_SB08_SB0808,25571,PDG20608
INDOSB_SB08_SB0809,25573,PDG20619
INDOSB_SB08_SB0810,25573,PDG20620
INDOSB_SB08_SB0811,25582,PDG20621
INDOSB_SB08_SB0812,25563,PDG20612
INDOSB_SB08_SB0813,25561,PDG20610
INDOSB_SB08_SB0814,25572,PDG20624
INDOSB_SB08_SB0815,25552,PDG20604
INDOSB_SB08_SB0816,25573,PDG20629
INDOSB_SB08_SB0817,25573,PDG20614
INDOSB_SB09_SB09,25531,PDG20625
INDOSB_SB09_SB0901,25531,PDG20625
INDOSB_SB09_SB0902,25511,PDG20626
INDOSB_SB09_SB0903,25522,PDG20627
INDOSB_SB09_SB0904,25531,PDG20631
INDOSB_SB10_SB10,26566,PDG21505
INDOSB_SB10_SB1001,26381,PDG20301
INDOSB_SB10_SB1002,26311,PDG20316
INDOSB_SB10_SB1003,26318,PDG20300
INDOSB_SB10_SB1004,26353,PDG20315
INDOSB_SB10_SB1005,26353,PDG20315
INDOSB_SB10_SB1006,26352,PDG20329
INDOSB_SB10_SB1007,26353,PDG20308
INDOSB_SB10_SB1008,26353,PDG20328
INDOSB_SB10_SB1009,26353,PDG20327
INDOSB_SB10_SB1010,26381,PDG20326
INDOSB_SB10_SB1011,26353,PDG20314
INDOSB_SB10_SB1012,26352,PDG20305
INDOSB_SB11_SB1101,26571,PDG21501
INDOSB_SB11_SB1102,26567,PDG21502
INDOSB_SB11_SB1103,26572,PDG21513
INDOSB_SB11_SB1104,26572,PDG21503
INDOSB_SB11_SB1105,26567,PDG21504
INDOSB_SB11_SB1106,26566,PDG21505
INDOSB_SB11_SB1107,26366,PDG21507
INDOSB_SB11_SB1108,26366,PDG21512
INDOSB_SB11_SB1109,26573,PDG21510
INDOSB_SB11_SB1110,26573,PDG21509
INDOSB_SB11_SB1111,26561,PDG21511
INDOSB_SB12_SB12,26224,PDG20721
INDOSB_SB12_SB1201,26219,PDG20725
INDOSB_SB12_SB1202,26224,PDG20721
INDOSB_SB12_SB1203,26228,PDG20724
INDOSB_SB12_SB1204,26231,PDG20722
INDOSB_SB12_SB1205,26212,PDG20723
INDOSB_SB13_SB13,34875,TKG20405
INDOSB_SB13_SB1301,25673,PDG20513
INDOSB_SB13_SB1302,25661,PDG20501
INDOSB_SB13_SB1303,25652,PDG20503
INDOSB_SB13_SB1304,25652,PDG20514
INDOSB_SB13_SB1305,25651,PDG20518
INDOSB_SB13_SB1306,25654,PDG20505
INDOSB_SB13_SB1307,25663,PDG20506
INDOSB_SB13_SB1308,25668,PDG20515
INDOSB_SB13_SB1309,25674,PDG20520
INDOSB_SB13_SB1310,25673,PDG20510
INDOSB_SB13_SB1311,25666,PDG20511
INDOSB_SB13_SB1312,25662,PDG20517
INDOSB_SB13_SB1314,25673,PDG20521
INDOSB_SB13_SB1315,25673,PDG20519
INDOSB_SB13_SB1316,25674,PDG20516
INDOSB_SB14_SB1401,27422,PDG20803
INDOSB_SB14_SB1402,27418,PDG20804
INDOSB_SB14_SB1403,27432,PDG20805
INDOSB_SB14_SB1404,27444,PDG20806
INDOSB_SB15_SB15,27553,PDG21909
INDOSB_SB15_SB1501,27561,PDG21903
INDOSB_SB15_SB1502,27572,PDG21904
INDOSB_SB15_SB1503,27562,PDG21901
INDOSB_SB15_SB1504,27564,PDG21905
INDOSB_SB15_SB1507,27563,PDG21907
INDOSB_SB15_SB1508,27571,PDG21908
INDOSB_SB16_SB1601,27381,PDG21704
INDOSB_SB16_SB1602,27383,PDG21705
INDOSB_SB16_SB1603,27365,PDG21706
INDOSB_SB16_SB1604,27372,PDG21707
INDOSB_SB16_SB1605,27388,PDG21701
INDOSB_SB16_SB1606,27388,PDG21708
INDOSB_SB16_SB1607,27361,PDG21709
INDOSB_SB16_SB1608,27371,PDG21710
INDOSB_SB16_SB1609,27383,PDG21711
INDOSB_SB16_SB1610,27317,PDG20939
INDOSB_SB16_SB1611,27373,PDG21712
INDOSB_SB16_SB1615,27387,PDG21713
INDOSB_SB16_SB1616,27321,PDG20940
INDOSB_SB17_SB1701,27775,PDG21801
INDOSB_SB17_SB1702,27776,PDG21807
INDOSB_SB17_SB1703,27779,PDG21803
INDOSB_SB17_SB1704,27777,PDG21806
INDOSB_SB17_SB1705,27779,PDG21803
INDOSB_SB17_SB1706,27777,PDG21804
INDOSB_SB17_SB1707,27776,PDG21805
INDOSB_SB18_SB1801,27265,PDG20101
INDOSB_SB18_SB1802,27265,PDG20114
INDOSB_SB18_SB1803,27213,PDG20115
INDOSB_SB18_SB1806,27282,PDG20117
INDOSB_SB18_SB1807,27264,PDG20106
INDOSB_SB18_SB1808,27271,PDG20107
INDOSB_SB18_SB1809,27263,PDG20108
INDOSB_SB18_SB1810,27151,PDG20118
INDOSB_SB18_SB1811,27261,PDG20110
INDOSB_SB18_SB1812,27294,PDG20111
INDOSB_SB18_SB1814,27281,PDG20112
INDOSB_SB22_SB22,70653,BDJ20307
INDOSB_SB23_SB1804,27292,PDG20103
INDOSB_SB23_SB1805,27292,PDG20116
INDOSB_SB23_SB1813,27281,PDG20119
INDOSB_SB24_SB0208,26451,PDG22200
INDOSB_SB24_SB0211,26164,PDG22211
INDOSB_SB24_SB0214,26473,PDG22203
INDOSB_SB24_SB0216,26471,PDG22204
INDOSB_SB21_SB0803,25586,PDG20601
INDOSB_SB21_SB0807,25581,PDG20606
INDORI_RI01_RI0101,29252,PKU20401
INDORI_RI01_RI0102,29281,PKU20419
INDORI_RI01_RI0103,29272,PKU20402
INDORI_RI01_RI0104,29282,PKU20411
INDORI_RI01_RI0105,29253,PKU20403
INDORI_RI01_RI0106,29255,PKU20404
INDORI_RI01_RI0107,29261,PKU20418
INDORI_RI01_RI0108,29274,PKU20412
INDORI_RI01_RI0109,29274,PKU20405
INDORI_RI01_RI0110,29281,PKU20406
INDORI_RI01_RI0111,29254,PKU20407
INDORI_RI01_RI0112,29255,PKU20413
INDORI_RI01_RI0113,29256,PKU20414
INDORI_RI01_RI0114,29273,PKU20408
INDORI_RI01_RI0115,29273,PKU20417
INDORI_RI01_RI0116,29255,PKU20415
INDORI_RI01_RI0117,29213,PKU20416
INDORI_RI01_RI0118,29213,PKU20416
INDORI_RI01_RI0119,29261,PKU20410
INDORI_RI01_RI0120,29271,PKU20409
INDORI_RI02_RI0201,29355,PKU20311
INDORI_RI02_RI0202,29355,PKU20312
INDORI_RI02_RI0203,29354,PKU20315
INDORI_RI02_RI0204,29352,PKU20313
INDORI_RI02_RI0205,29335,PKU20319
INDORI_RI02_RI0206,29353,PKU20310
INDORI_RI02_RI0207,29352,PKU20318
INDORI_RI02_RI0208,29352,PKU20305
INDORI_RI02_RI0209,29354,PKU20315
INDORI_RI02_RI0210,29352,PKU20317
INDORI_RI02_RI0211,29312,PKU20300
INDORI_RI02_RI0212,29351,PKU20314
INDORI_RI02_RI0213,29371,PKU20307
INDORI_RI02_RI0214,29363,PKU20316
INDORI_RI03_RI03,28461,PKU20101
INDORI_RI03_RI0301,28411,PKU20100
INDORI_RI03_RI0302,28411,PKU20100
INDORI_RI03_RI0303,28411,PKU20100
INDORI_RI03_RI0304,28471,PKU20114
INDORI_RI03_RI0305,28461,PKU20101
INDORI_RI03_RI0306,28471,PKU20111
INDORI_RI03_RI0307,28471,PKU20115
INDORI_RI03_RI0308,28471,PKU20116
INDORI_RI03_RI0309,28471,PKU20136
INDORI_RI03_RI0310,28461,PKU20117
INDORI_RI03_RI0311,28461,PKU20118
INDORI_RI03_RI0312,28462,PKU20119
INDORI_RI03_RI0313,28458,PKU20120
INDORI_RI03_RI0314,28451,PKU20121
INDORI_RI03_RI0315,28452,PKU20106
INDORI_RI03_RI0316,28462,PKU20122
INDORI_RI03_RI0317,28464,PKU20123
INDORI_RI03_RI0318,28464,PKU20124
INDORI_RI03_RI0319,28464,PKU20125
INDORI_RI03_RI0320,28453,PKU20135
INDORI_RI03_RI0321,28453,PKU20137
INDORI_RI04_RI0401,28752,PKU21307
INDORI_RI04_RI0402,28755,PKU21304
INDORI_RI04_RI0403,28755,PKU21304
INDORI_RI04_RI0404,28753,PKU21306
INDORI_RI04_RI0405,28753,PKU21310
INDORI_RI04_RI0407,28752,PKU21307
INDORI_RI04_RI0408,28755,PKU21308
INDORI_RI04_RI0409,28752,PKU21309
INDORI_RI04_RI0410,28753,PKU21310
INDORI_RI05_RI05,28711,PKU20200
INDORI_RI05_RI0501,28754,PKU20210
INDORI_RI05_RI0502,28711,PKU20200
INDORI_RI05_RI0503,28784,PKU20208
INDORI_RI05_RI0504,28784,PKU20211
INDORI_RI05_RI0505,28781,PKU20214
INDORI_RI05_RI0506,28781,PKU20214
INDORI_RI05_RI0507,28771,PKU20215
INDORI_RI05_RI0508,28783,PKU20217
INDORI_RI05_RI0509,28761,PKU20201
INDORI_RI06_RI06,28821,PKU10108
INDORI_RI06_RI0601,28882,PKU10101
INDORI_RI06_RI0602,28821,PKU10108
INDORI_RI06_RI0603,28811,PKU10109
INDORI_RI06_RI0604,28825,PKU10110
INDORI_RI06_RI0605,28826,PKU10111
INDORI_RI06_RI0606,28825,PKU10113
INDORI_RI06_RI0607,28812,PKU10112
INDORI_RI07_RI0701,29566,PKU20903
INDORI_RI07_RI0702,29555,PKU20904
INDORI_RI07_RI0703,29565,PKU20905
INDORI_RI07_RI0704,29565,PKU20906
INDORI_RI07_RI0705,29565,PKU20907
INDORI_RI07_RI0706,29561,PKU20913
INDORI_RI07_RI0707,29564,PKU20902
INDORI_RI07_RI0708,29511,PKU20908
INDORI_RI07_RI0709,29556,PKU20909
INDORI_RI07_RI0710,29553,PKU20910
INDORI_RI07_RI0711,29563,PKU20911
INDORI_RI07_RI0712,29563,PKU20912
INDORI_RI07_RI0713,29561,PKU20900
INDORI_RI07_RI0714,29561,PKU20913
INDORI_RI07_RI0715,29564,PKU20914
INDORI_RI07_RI0716,29566,PKU20915
INDORI_RI08_RI08,28114,PKU10000
INDORI_RI08_RI0801,28144,PKU10010
INDORI_RI08_RI0802,28125,PKU10011
INDORI_RI08_RI0803,28292,PKU10009
INDORI_RI08_RI0804,28114,PKU10000
INDORI_RI08_RI0805,28263,PKU10018
INDORI_RI08_RI0806,28263,PKU10018
INDORI_RI08_RI0807,28131,PKU10012
INDORI_RI08_RI0808,28153,PKU10013
INDORI_RI08_RI0809,28291,PKU10017
INDORI_RI08_RI0810,28286,PKU10019
INDORI_RI08_RI0811,28284,PKU10016
INDORI_RI08_RI0812,28122,PKU10014
INDORI_RI09_RI09,28353,PKU21007
INDORI_RI09_RI0901,28384,PKU21013
INDORI_RI09_RI0902,28383,PKU21012
INDORI_RI09_RI0903,28383,PKU21001
INDORI_RI09_RI0904,28353,PKU21002
INDORI_RI09_RI0905,28384,PKU21003
INDORI_RI09_RI0906,28381,PKU21004
INDORI_RI09_RI0907,28381,PKU21000
INDORI_RI09_RI0908,28382,PKU21005
INDORI_RI09_RI0909,28382,PKU21006
INDORI_RI09_RI0910,28353,PKU21007
INDORI_RI09_RI0911,28353,PKU21008
INDORI_RI09_RI0912,28382,PKU21009
INDORI_RI10_RI1001,28992,PKU20507
INDORI_RI10_RI1002,28992,PKU20509
INDORI_RI10_RI1003,28912,PKU20510
INDORI_RI10_RI1004,28991,PKU20511
INDORI_RI10_RI1005,28983,PKU20512
INDORI_RI10_RI1006,28983,PKU20513
INDORI_RI10_RI1007,28953,PKU20503
INDORI_RI10_RI1008,28912,PKU20515
INDORI_RI10_RI1009,28983,PKU20506
INDORI_RI10_RI1010,28983,PKU20516
INDORI_RI10_RI1011,28912,PKU20508
INDORI_RI10_RI1012,28991,PKU20502
INDORI_RI10_RI1013,28992,PKU20514
INDORI_RI10_RI1014,28912,PKU20500
INDORI_RI10_RI1015,28991,PKU20517
INDORI_RI10_RI1016,28912,PKU20518
INDORI_RI11_RI1101,28557,PKU21101
INDORI_RI11_RI1102,28559,PKU21118
INDORI_RI11_RI1103,28554,PKU21102
INDORI_RI11_RI1104,28559,PKU21103
INDORI_RI11_RI1105,28559,PKU21117
INDORI_RI11_RI1106,28556,PKU21104
INDORI_RI11_RI1107,28556,PKU21116
INDORI_RI11_RI1109,28565,PKU21107
INDORI_RI11_RI1110,28557,PKU21106
INDORI_RI11_RI1111,28565,PKU21107
INDORI_RI11_RI1112,28555,PKU21108
INDORI_RI11_RI1113,28558,PKU21113
INDORI_RI11_RI1114,28558,PKU21113
INDORI_RI11_RI1115,28554,PKU21109
INDORI_RI11_RI1116,28554,PKU21112
INDORI_RI11_RI1118,28555,PKU21115
INDORI_RI12_RI12,28671,PKU21209
INDORI_RI12_RI1201,28763,PKU21202
INDORI_RI12_RI1202,28671,PKU21203
INDORI_RI12_RI1203,28686,PKU21204
INDORI_RI12_RI1204,28654,PKU21205
INDORI_RI12_RI1205,28671,PKU21206
INDORI_RI12_RI1206,28654,PKU21207
INDORI_RI12_RI1207,28773,PKU21215
INDORI_RI12_RI1208,28685,PKU21208
INDORI_RI12_RI1209,28763,PKU21214
INDORI_RI12_RI1210,28685,PKU21213
INDORI_RI12_RI1211,28671,PKU21209
INDORI_RI12_RI1212,28662,PKU21210
INDORI_RI12_RI1213,28671,PKU21211
INDORI_RI12_RI1214,28772,PKU21212
INDOKR_KR01_KR01,29661,BTH10402
INDOKR_KR01_KR0101,29664,BTH10401
INDOKR_KR01_KR0102,29664,BTH10410
INDOKR_KR01_KR0103,29661,BTH10402
INDOKR_KR01_KR0104,29662,BTH10403
INDOKR_KR01_KR0105,29662,BTH10404
INDOKR_KR01_KR0106,29662,BTH10405
INDOKR_KR01_KR0107,29664,BTH10406
INDOKR_KR01_KR0108,29663,BTH10407
INDOKR_KR01_KR0109,29663,BTH10408
INDOKR_KR01_KR0110,29662,BTH10411
INDOKR_KR01_KR0111,29664,BTH10412
INDOKR_KR01_KR0112,29662,BTH10413
INDOKR_KR03_KR03,29431,BTH10000
INDOKR_KR03_KR0301,29431,BTH10000
INDOKR_KR03_KR0302,29438,BTH10089
INDOKR_KR03_KR0303,29413,BTH10081
INDOKR_KR03_KR0304,29458,BTH10088
INDOKR_KR03_KR0305,29474,BTH10082
INDOKR_KR03_KR0306,29483,BTH10083
INDOKR_KR03_KR0307,29432,BTH10084
INDOKR_KR03_KR0308,29466,BTH10052
INDOKR_KR03_KR0309,29439,BTH10086
INDOKR_KR03_KR0310,29437,BTH10085
INDOKR_KR03_KR0311,29428,BTH10054
INDOKR_KR03_KR0312,29452,BTH10080
INDOKR_KR03_KR0313,29431,BTH10000
INDOKR_KR05_KR05,29872,BTH10201
INDOKR_KR05_KR0501,29872,BTH10201
INDOKR_KR05_KR0502,29874,BTH10202
INDOKR_KR05_KR0503,29873,BTH10203
INDOKR_KR05_KR0504,29871,BTH10204
INDOKR_KR05_KR0505,29875,BTH10205
INDOKR_KR05_KR0507,29872,BTH10206
INDOKR_KR05_KR0508,29872,BTH10207
INDOKR_KR05_KR0509,29871,BTH10208
INDOKR_KR05_KR0510,29871,BTH10209
INDOKR_KR06_KR0601,29782,BTH10301
INDOKR_KR06_KR0602,29783,BTH10304
INDOKR_KR06_KR0603,29783,BTH10302
INDOKR_KR06_KR0604,29783,BTH10303
INDOKR_KR06_KR0605,29783,BTH10305
INDOKR_KR06_KR0606,29784,BTH10308
INDOKR_KR06_KR0607,29783,BTH10315
INDOKR_KR06_KR0608,29783,BTH10316
INDOKR_KR06_KR0609,29781,BTH10310
INDOKR_KR06_KR0610,29781,BTH10314
INDOKR_KR06_KR0612,29783,BTH10317
INDOKR_KR06_KR0613,29781,BTH10318
INDOKR_KR02_KR0201,29792,BTH10306
INDOKR_KR02_KR0202,29792,BTH10307
INDOKR_KR02_KR0203,29783,BTH10309
INDOKR_KR02_KR0204,29791,BTH10312
INDOKR_KR02_KR0205,29783,BTH10500
INDOKR_KR02_KR0206,29791,BTH10313
INDOKR_KR02_KR0207,29783,BTH10500
INDOKR_KR04_KR0401,29151,TNJ10111
INDOKR_KR04_KR0402,29151,TNJ10100
INDOKR_KR04_KR0403,29152,TNJ10102
INDOKR_KR04_KR0404,29151,TNJ10103
INDOKR_KR04_KR0405,29151,TNJ10110
INDOKR_KR04_KR0406,29152,TNJ10109
INDOKR_KR04_KR0407,29193,TNJ10104
INDOKR_KR04_KR0408,29136,TNJ10105
INDOKR_KR04_KR0409,29152,TNJ10106
INDOKR_KR04_KR0410,29151,TNJ10108
INDOKR_KR04_KR04C,29151,TNJ10100
INDOKR_TN07_TN07,29115,TNJ10018
INDOKR_TN07_TN0701,29124,TNJ10016
INDOKR_TN07_TN0702,29111,TNJ10017
INDOKR_TN07_TN0703,29115,TNJ10018
INDOKR_TN07_TN0704,29122,TNJ10019
INDOSS_SS01_SS01,30953,PLM21003
INDOSS_SS01_SS0101,30975,PLM21013
INDOSS_SS01_SS0102,30953,PLM21003
INDOSS_SS01_SS0103,30953,PLM21003
INDOSS_SS01_SS0104,30953,PLM21003
INDOSS_SS01_SS0105,30958,PLM21005
INDOSS_SS01_SS0106,30972,PLM21006
INDOSS_SS01_SS0107,30975,PLM21012
INDOSS_SS01_SS0108,30975,PLM21014
INDOSS_SS01_SS0109,30974,PLM21007
INDOSS_SS01_SS0110,30959,PLM21008
INDOSS_SS01_SS0111,30967,PLM21009
INDOSS_SS01_SS0112,30968,PLM21010
INDOSS_SS01_SS0113,30961,PLM21011
INDOSS_SS01_SS0114,30961,PLM21015
INDOSS_SS01_SS0115,30959,PLM21016
INDOSS_SS01_SS0116,30911,PLM21000
INDOSS_SS01_SS0117,30962,PLM21017
INDOSS_SS01_SS0118,30953,PLM21018
INDOSS_SS01_SS0119,30958,PLM21019
INDOSS_SS01_SS0120,30974,PLM21020
INDOSS_SS02_SS0201,31593,PLM21101
INDOSS_SS02_SS0202,31592,PLM21102
INDOSS_SS02_SS0203,31595,PLM21103
INDOSS_SS02_SS0204,31593,PLM21104
INDOSS_SS02_SS0205,31594,PLM21106
INDOSS_SS02_SS0206,31596,PLM21105
INDOSS_SS02_SS0207,31453,PLM21100
INDOSS_SS02_SS0208,31593,PLM21107
INDOSS_SS02_SS0209,31453,PLM21108
INDOSS_SS02_SS0210,31594,PLM21109
INDOSS_SS03_SS03,31414,PLM20300
INDOSS_SS03_SS0301,31419,PLM20329
INDOSS_SS03_SS0302,31591,PLM20316
INDOSS_SS03_SS0303,31452,PLM20317
INDOSS_SS03_SS0304,31452,PLM20318
INDOSS_SS03_SS0305,31452,PLM20319
INDOSS_SS03_SS0306,31452,PLM20320
INDOSS_SS03_SS0307,31462,PLM20321
INDOSS_SS03_SS0308,31414,PLM20300
INDOSS_SS03_SS0309,31471,PLM20326
INDOSS_SS03_SS0310,31471,PLM20325
INDOSS_SS03_SS0311,31453,PLM20323
INDOSS_SS03_SS0312,31461,PLM20330
INDOSS_SS03_SS0313,31356,PLM20324
INDOSS_SS03_SS0314,31419,PLM20331
INDOSS_SS03_SS0315,31461,PLM20304
INDOSS_SS03_SS0316,31581,PLM20328
INDOSS_SS03_SS0317,31581,PLM20327
INDOSS_SS03_SS0318,31461,PLM20332
INDOSS_SS03_SS0319,31471,PLM20333
INDOSS_SS03_SS0320,31591,PLM20334
INDOSS_SS03_SS0321,31356,PLM20335
INDOSS_SS03_SS0322,31462,PLM20336
INDOSS_SS04_SS04,31611,PLM21601
INDOSS_SS04_SS0401,31611,PLM21602
INDOSS_SS04_SS0402,31611,PLM21601
INDOSS_SS04_SS0403,31626,PLM21604
INDOSS_SS04_SS0404,31626,PLM21603
INDOSS_SS04_SS0405,31628,PLM21606
INDOSS_SS04_SS0406,31628,PLM21605
INDOSS_SS04_SS0407,31619,PLM21608
INDOSS_SS04_SS0408,31619,PLM21607
INDOSS_SS05_SS05,31311,PLM20500
INDOSS_SS05_SS0502,31626,PLM20507
INDOSS_SS05_SS0504,31352,PLM20501
INDOSS_SS05_SS0505,31171,PLM20522
INDOSS_SS05_SS0506,31712,PLM20508
INDOSS_SS05_SS0510,31311,PLM20500
INDOSS_SS05_SS0520,31355,PLM20503
INDOSS_SS05_SS0522,31351,PLM20519
INDOSS_SS05_SS0523,31171,PLM20523
INDOSS_SS05_SS0525,31173,PLM20525
INDOSS_SS06_SS0601,30752,PLM20801
INDOSS_SS06_SS0602,30755,PLM20816
INDOSS_SS06_SS0603,30756,PLM20805
INDOSS_SS06_SS0604,30754,PLM20817
INDOSS_SS06_SS0605,30758,PLM20822
INDOSS_SS06_SS0606,30758,PLM20821
INDOSS_SS06_SS0607,30759,PLM20819
INDOSS_SS06_SS0608,30711,PLM20800
INDOSS_SS06_SS0609,30757,PLM20820
INDOSS_SS06_SS0610,30755,PLM20806
