city_code,district_code,district_name,zone_code,provinsi_code,city_name,tlc_branch_code,provinsi_name
SB08,SB0811,SINTUK/SINTUAK TOBOH GADANG,ZDSB0801,SB,PADANG PARIAMAN,PRM,SUMATERA BARAT
SB08,SB0812,SUNGAI GERINGGING/GARINGGING,ZDSB0801,SB,PADANG PARIAMAN,PRM,SUMATERA BARAT
SB08,SB0813,SUNGAI LIMAU,ZDSB0801,SB,PADANG PARIAMAN,PRM,SUMATERA BARAT
SB08,SB0814,ULAKAN TAPAKIH/TAPAKIS,ZDSB0801,SB,PADANG PARIAMAN,PRM,SUMATERA BARAT
SB08,SB0815,V KOTO KAMPUNG DALAM,ZDSB0801,SB,PADANG PARIAMAN,PRM,SUMATERA BARAT
SB08,SB0816,V KOTO TIMUR,ZDSB0801,SB,PADANG PARIAMAN,PRM,SUMATERA BARAT
SB08,SB0817,VII KOTO SUNGAI SARIK,ZDSB0801,SB,PADANG PARIAMAN,PRM,SUMATERA BARAT
SB08,SB0818,PARIT MALINTANG,ZDSB0801,SB,PADANG PARIAMAN,PRM,SUMATERA BARAT
SB09,SB09,PARIAMAN,ZBSB0901,SB,PARIAMAN,PRM,SUMATERA BARAT
SB09,SB0901,PARIAMAN SELATAN,ZCSB0901,SB,PARIAMAN,PRM,SUMATERA BARAT
SB09,SB0902,PARIAMAN TENGAH,ZCSB0901,SB,PARIAMAN,PRM,SUMATERA BARAT
SB09,SB0903,PARIAMAN UTARA,ZCSB0901,SB,PARIAMAN,PRM,SUMATERA BARAT
SB09,SB0904,PARIAMAN TIMUR,ZBSB0901,SB,PARIAMAN,PRM,SUMATERA BARAT
SB10,SB10,PASAMAN (PASAMAN),ZBSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1001,BONJOL,ZDSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1002,DUO KOTO (II KOTO),ZDSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1003,LUBUK SIKAPING,ZCSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1004,MAPAT TUNGGUL,ZDSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1005,MAPAT TUNGGUL SELATAN,ZDSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1006,PADANG GELUGUR,ZDSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1007,RAO,ZDSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1008,RAO SELATAN,ZDSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1009,RAO UTARA,ZDSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1010,SIMPANG ALAHAN MATI,ZDSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1011,TIGO NAGARI (III NAGARI),ZDSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB10,SB1012,PANTI (PASAMAN),ZDSB1001,SB,PASAMAN,PDG,SUMATERA BARAT
SB11,SB11,PASAMAN BARAT,ZBSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1101,GUNUNG TULEH,ZDSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1102,KINALI,ZDSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1103,KOTO BALINGKA,ZDSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1104,LEMBAH MELINTANG,ZDSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1105,LUHAK NAN DUO,ZDSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1106,PASAMAN (PASAMAN BARAT),ZCSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1107,RANAH BATAHAN,ZDSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1108,SASAK RANAH PASISIR/PESISIE,ZDSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1109,SEI BEREMAS,ZDSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1110,SUNGAI AUR,ZDSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1111,TALAMAU,ZDSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB11,SB1112,RANAH BALINGKA,ZDSB1101,SB,PASAMAN BARAT,PDG,SUMATERA BARAT
SB12,SB12,PAYAKUMBUH (PAYAKUMBUH),ZBSB1201,SB,PAYAKUMBUH,PYK,SUMATERA BARAT
SB12,SB1201,LAMPOSI TIGO NAGARI,ZCSB1201,SB,PAYAKUMBUH,PYK,SUMATERA BARAT
SB12,SB1202,PAYAKUMBUH BARAT,ZCSB1201,SB,PAYAKUMBUH,PYK,SUMATERA BARAT
SB12,SB1203,PAYAKUMBUH SELATAN,ZCSB1201,SB,PAYAKUMBUH,PYK,SUMATERA BARAT
SB12,SB1204,PAYAKUMBUH TIMUR,ZCSB1201,SB,PAYAKUMBUH,PYK,SUMATERA BARAT
SB12,SB1205,PAYAKUMBUH UTARA,ZCSB1201,SB,PAYAKUMBUH,PYK,SUMATERA BARAT
SB13,SB13,PESISIR SELATAN (PESISIR SELATAN),ZBSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1301,BASA AMPEK/IV BALAI TAPAN,ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1302,BATANG KAPAS,ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1303,BAYANG,ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1304,BAYANG UTARA (IV NAGARI BAYANG UTARA),ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1305,IV JURAI,ZCSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1306,KOTO XI TARUSAN,ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1307,LENGAYANG,ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1308,LINGGO SARI BAGANTI,ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1309,LUNANG SILAUT,ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1310,PANCUNG SOAL,ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1311,RANAH PESISIR,ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1312,SUTERA,ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1313,PAINAN,ZCSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1314,RANAH AMPEK HULU TAPAN,ZDSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1315,AIRPURA,ZBSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB13,SB1316,SILAUT,ZBSB1301,SB,PESISIR SELATAN,PDG,SUMATERA BARAT
SB14,SB14,SAWAH LUNTO,ZBSB1401,SB,SAWAH LUNTO,PDG,SUMATERA BARAT
SB14,SB1401,BARANGIN,ZCSB1401,SB,SAWAH LUNTO,PDG,SUMATERA BARAT
SB14,SB1402,LEMBAH SEGAR,ZCSB1401,SB,SAWAH LUNTO,PDG,SUMATERA BARAT
SB14,SB1403,SILUNGKANG,ZDSB1401,SB,SAWAH LUNTO,PDG,SUMATERA BARAT
SB14,SB1404,TALAWI (SAWAH LUNTO),ZDSB1401,SB,SAWAH LUNTO,PDG,SUMATERA BARAT
SB15,SB15,SIJUNJUNG (SAWAH LUNTO SIJUNJUNG),ZBSB1501,SB,SIJUNJUNG (SAWAH LUNTO SIJUNJUNG),PDG,SUMATERA BARAT
SB15,SB1501,IV NAGARI,ZDSB1501,SB,SIJUNJUNG (SAWAH LUNTO SIJUNJUNG),PDG,SUMATERA BARAT
SB15,SB1502,KAMANG BARU,ZDSB1501,SB,SIJUNJUNG (SAWAH LUNTO SIJUNJUNG),PDG,SUMATERA BARAT
SB15,SB1503,KOTO VII (TUJUH),ZDSB1501,SB,SIJUNJUNG (SAWAH LUNTO SIJUNJUNG),PDG,SUMATERA BARAT
SB15,SB1504,KUPITAN,ZDSB1501,SB,SIJUNJUNG (SAWAH LUNTO SIJUNJUNG),PDG,SUMATERA BARAT
SB15,SB1505,LUBUK TAROK,ZDSB1501,SB,SIJUNJUNG (SAWAH LUNTO SIJUNJUNG),PDG,SUMATERA BARAT
SB15,SB1507,SUMPUR KUDUS,ZDSB1501,SB,SIJUNJUNG (SAWAH LUNTO SIJUNJUNG),PDG,SUMATERA BARAT
SB15,SB1508,TANJUNG GADANG,ZDSB1501,SB,SIJUNJUNG (SAWAH LUNTO SIJUNJUNG),PDG,SUMATERA BARAT
SB15,SB1509,MUARO SIJUNJUNG (SIJUNJUNG (SAWAH LUNTO SIJUNJUNG),ZCSB1501,SB,SIJUNJUNG (SAWAH LUNTO SIJUNJUNG),PDG,SUMATERA BARAT
SB16,SB16,SOLOK,ZBSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1601,BUKIT SUNDI,ZCSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1602,DANAU KEMBAR,ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1603,GUNUNG TALANG,ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1604,HILIRAN GUMANTI,ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1605,IX KOTO SUNGAI LASI,ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1606,JUNJUNG SIRIH,ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1607,KUBUNG,ZCSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1608,LEMBAH GUMANTI,ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1609,LEMBANG JAYA,ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1610,LUBUK SIKARAH,ZCSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1611,PANTAI CERMIN (SOLOK),ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1612,SEPULUH/X KOTO DIATAS,ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1613,SEPULUH/X KOTO SINGKARAK,ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1614,TIGO LURAH BAJANJANG,ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1615,PAYUNG SEKAKI (SOLOK),ZDSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1616,TANJUNG HARAPAN (SOLOK),ZCSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB16,SB1617,AROSUKA,ZCSB1601,SB,SOLOK,SLK,SUMATERA BARAT
SB17,SB17,SOLOK SELATAN,ZBSB1701,SB,SOLOK SELATAN,PDG,SUMATERA BARAT
SB17,SB1701,KOTO PARIK GADANG DIATEH,ZDSB1701,SB,SOLOK SELATAN,PDG,SUMATERA BARAT
SB17,SB1702,PAUH DUO,ZDSB1701,SB,SOLOK SELATAN,PDG,SUMATERA BARAT
SB17,SB1703,SANGIR,ZCSB1701,SB,SOLOK SELATAN,PDG,SUMATERA BARAT
SB17,SB1704,SANGIR BALAI JANGGO,ZDSB1701,SB,SOLOK SELATAN,PDG,SUMATERA BARAT
SB17,SB1705,SANGIR BATANG HARI,ZDSB1701,SB,SOLOK SELATAN,PDG,SUMATERA BARAT
SB17,SB1706,SANGIR JUJUAN,ZDSB1701,SB,SOLOK SELATAN,PDG,SUMATERA BARAT
SB17,SB1707,SUNGAI PAGU,ZDSB1701,SB,SOLOK SELATAN,PDG,SUMATERA BARAT
SB17,SB1708,PADANG ARO,ZCSB1701,SB,SOLOK SELATAN,PDG,SUMATERA BARAT
SB18,SB18,TANAH DATAR,ZBSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1801,BATIPUH,ZDSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1802,BATIPUH SELATAN,ZDSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1803,LIMA KAUM,ZCSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1806,PADANG GANTING,ZDSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1807,PARIANGAN,ZDSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1808,RAMBATAN,ZDSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1809,SALIMPAUNG,ZDSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1810,SEPULUH KOTO (X KOTO),ZDSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1811,SUNGAI TARAB,ZDSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1812,SUNGAYANG,ZDSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1814,TANJUNG EMAS,ZCSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB18,SB1815,BATUSANGKAR,ZCSB1801,SB,TANAH DATAR,PDG,SUMATERA BARAT
SB19,SB19,MUARO SIJUNJUNG (MUARO SIJUNJUNG),ZBSB1901,SB,MUARO SIJUNJUNG,PDG,SUMATERA BARAT
SB20,SB20,SARILAMAK,ZBSB2001,SB,SARILAMAK,PYK,SUMATERA BARAT
SB22,SB22,SIMPANG EMPAT (SIMPANG EMPAT),ZBSB2201,SB,SIMPANG EMPAT,PDG,SUMATERA BARAT
SB23,SB1804,LINTAU BUO,ZDSB1801,SB,TANAH DATAR,PYK,SUMATERA BARAT
SB23,SB1805,LINTAU BUO UTARA,ZDSB1801,SB,TANAH DATAR,PYK,SUMATERA BARAT
SB23,SB1813,TANJUNG BARU,ZDSB1801,SB,TANAH DATAR,PYK,SUMATERA BARAT
SB24,SB0208,LUBUK BASUNG,ZCSB0201,SB,AGAM,PDG,SUMATERA BARAT
SB24,SB0211,PALEMBAYAN,ZDSB0201,SB,AGAM,PDG,SUMATERA BARAT
SB24,SB0214,TANJUNG MUTIARA,ZDSB0201,SB,AGAM,PDG,SUMATERA BARAT
SB24,SB0216,TANJUNG RAYA (AGAM),ZDSB0201,SB,AGAM,PDG,SUMATERA BARAT
SB21,SB0803,BATANG ANAI,ZCSB0801,SB,PADANG PARIAMAN,PDG,SUMATERA BARAT
SB21,SB0807,LUBUK ALUNG,ZCSB0801,SB,PADANG PARIAMAN,PDG,SUMATERA BARAT
RI01,RI01,INDRAGIRI HILIR,ZBRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0101,BATANG TUAKA,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0102,CONCONG,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0103,ENOK,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0104,GAUNG,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0105,GAUNG ANAK SERKA,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0106,KATEMAN,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0107,KEMPAS,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0108,KEMUNING (INDRAGIRI HILIR),ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0109,KERITANG,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0110,KUALA INDRAGIRI,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0111,MANDAH,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0112,PELANGIRAN,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0113,PULAU BURUNG,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0114,RETEH,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0115,SUNGAI BATANG,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0116,TELUK BELENGKONG,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0117,TEMBILAHAN,ZCRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0118,TEMBILAHAN HULU,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0119,TEMPULING,ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI01,RI0120,TANAH MERAH (INDRAGIRI HILIR),ZDRI0101,RI,INDRAGIRI HILIR,RGT,RIAU
RI02,RI02,INDRAGIRI HULU,ZBRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0201,BATANG CENAKU,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0202,BATANG GANSAL,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0203,BATANG PERANAP,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0204,KELAYANG,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0205,KUALA CENAKU,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0206,LIRIK,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0207,LUBUK BATU JAYA,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0208,PASIR PENYU,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0209,PERANAP,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0210,RAKIT KULIM,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0211,RENGAT,ZCRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0212,RENGAT BARAT,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0213,SEBERIDA,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI02,RI0214,SUNGAI LALA,ZDRI0201,RI,INDRAGIRI HULU,RGT,RIAU
RI03,RI03,KAMPAR (KAMPAR),ZBRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0301,BANGKINANG,ZCRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0302,BANGKINANG BARAT,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0303,BANGKINANG SEBERANG,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0304,GUNUNG SAHILAN,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0305,KAMPAR (KAMPAR),ZBRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0306,KAMPAR KIRI,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0307,KAMPAR KIRI HILIR,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0308,KAMPAR KIRI HULU,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0309,KAMPAR KIRI TENGAH,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0310,KAMPAR TIMUR,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0311,KAMPAR UTARA,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0312,PERHENTIAN RAJA,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0313,RUMBIO JAYA,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0314,SALO,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0315,SIAK HULU,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0316,TAMBANG,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0317,TAPUNG,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0318,TAPUNG HILIR,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0319,TAPUNG HULU,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0320,XIII KOTO KAMPAR,ZDRI0301,RI,KAMPAR,PKU,RIAU
RI03,RI0321,KOTO KAMPAR HULU,ZBRI0301,RI,KAMPAR,PKU,RIAU
RI04,RI04,KEPULAUAN MERANTI,ZBRI0401,RI,KEPULAUAN MERANTI,PKU,RIAU
RI04,RI0401,MERBAU,ZDRI0401,RI,KEPULAUAN MERANTI,PKU,RIAU
RI04,RI0402,RANGSANG,ZDRI0401,RI,KEPULAUAN MERANTI,PKU,RIAU
RI04,RI0403,RANGSANG BARAT,ZDRI0401,RI,KEPULAUAN MERANTI,PKU,RIAU
RI04,RI0404,TEBING TINGGI BARAT,ZDRI0401,RI,KEPULAUAN MERANTI,PKU,RIAU
RI04,RI0405,TEBING TINGGI (KEPULAUAN MERANTI),ZCRI0401,RI,KEPULAUAN MERANTI,PKU,RIAU
RI04,RI0406,SELATPANJANG,ZCRI0401,RI,KEPULAUAN MERANTI,PKU,RIAU
RI04,RI0407,PULAUMERBAU,ZBRI0401,RI,KEPULAUAN MERANTI,PKU,RIAU
RI04,RI0408,RANGSANG PESISIR,ZBRI0401,RI,KEPULAUAN MERANTI,PKU,RIAU
RI04,RI0409,TASIK PUTRI PUYU,ZBRI0401,RI,KEPULAUAN MERANTI,PKU,RIAU
RI04,RI0410,TEBING TINGGI TIMUR,ZBRI0401,RI,KEPULAUAN MERANTI,PKU,RIAU
RI05,RI05,BENGKALIS (BENGKALIS),ZBRI0501,RI,BENGKALIS,DUM,RIAU
RI05,RI0501,BANTAN,ZDRI0501,RI,BENGKALIS,DUM,RIAU
RI05,RI0502,BENGKALIS (BENGKALIS),ZBRI0501,RI,BENGKALIS,DUM,RIAU
RI05,RI0503,MANDAU,ZDRI0501,RI,BENGKALIS,DUM,RIAU
RI05,RI0504,PINGGIR,ZDRI0501,RI,BENGKALIS,DUM,RIAU
RI05,RI0505,RUPAT,ZDRI0501,RI,BENGKALIS,DUM,RIAU
RI05,RI0506,RUPAT UTARA,ZDRI0501,RI,BENGKALIS,DUM,RIAU
RI05,RI0507,SIAK KECIL,ZDRI0501,RI,BENGKALIS,DUM,RIAU
RI05,RI0508,DURI,ZCRI0501,RI,BENGKALIS,DUM,RIAU
RI05,RI0509,BUKIT BATU (BENGKALIS),ZDRI0501,RI,BENGKALIS,DUM,RIAU
RI06,RI06,DUMAI,ZBRI0601,RI,DUMAI,DUM,RIAU
RI06,RI0601,BUKIT KAPUR,ZDRI0601,RI,DUMAI,DUM,RIAU
RI06,RI0602,DUMAI BARAT,ZCRI0601,RI,DUMAI,DUM,RIAU
RI06,RI0603,DUMAI TIMUR,ZCRI0601,RI,DUMAI,DUM,RIAU
RI06,RI0604,MEDANG KAMPAI,ZDRI0601,RI,DUMAI,DUM,RIAU
RI06,RI0605,SUNGAI SEMBILAN,ZDRI0601,RI,DUMAI,DUM,RIAU
RI06,RI0606,DUMAI SELATAN,ZDRI0501,RI,DUMAI,DUM,RIAU
RI06,RI0607,DUMAI KOTA,ZDRI0501,RI,DUMAI,DUM,RIAU
RI07,RI07,KUANTAN SINGINGI,ZBRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0701,BENAI,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0702,CERENTI,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0703,GUNUNG TOAR,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0704,HULU KUANTAN,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0705,INUMAN,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0706,KUANTAN HILIR,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0707,KUANTAN MUDIK,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0708,KUANTAN TENGAH,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0709,LOGAS TANAH DARAT,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0710,PANGEAN,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0711,SINGINGI,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0712,SINGINGI HILIR,ZDRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0713,TALUK KUANTAN,ZCRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0714,KUANTAN HILIR SEBERANG,ZBRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0715,PUCUK RANTAU,ZBRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI07,RI0716,SENTAJO RAYA,ZBRI0701,RI,KUANTAN SINGINGI,PKU,RIAU
RI08,RI08,PEKANBARU,ZARI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0801,LIMA PULUH,ZCRI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0802,MARPOYAN DAMAI,ZCRI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0803,PAYUNG SEKAKI (PEKANBARU),ZCRI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0804,PEKANBARU KOTA,ZCRI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0805,RUMBAI,ZDRI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0806,RUMBAI PESISIR,ZDRI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0807,SAIL,ZCRI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0808,SENAPELAN,ZCRI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0809,TAMPAN,ZCRI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0810,TENAYAN RAYA,ZCRI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0811,BUKIT RAYA (PEKANBARU),ZCRI0801,RI,PEKANBARU,PKU,RIAU
RI08,RI0812,SUKAJADI (PEKANBARU),ZCRI0801,RI,PEKANBARU,PKU,RIAU
RI09,RI09,PELALAWAN (PELALAWAN),ZBRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0901,BANDAR PETALANGAN,ZDRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0902,BANDAR SEI KIJANG,ZDRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0903,BUNUT,ZDRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0904,KERUMUTAN,ZDRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0905,KUALA KAMPAR,ZDRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0906,LANGGAM,ZDRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0907,PANGKALAN KERINCI,ZCRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0908,PANGKALAN KURAS,ZDRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0909,PANGKALAN LESUNG,ZDRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0910,PELALAWAN (PELALAWAN),ZBRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0911,TELUK MERANTI,ZDRI0901,RI,PELALAWAN,PKU,RIAU
RI09,RI0912,UKUI,ZDRI0901,RI,PELALAWAN,PKU,RIAU
